(highest, src_addr, src_port, dst_addr, dst_port): count
(SSL, 31.13.71.1, 443, 192.168.2.3, 39164): 6
(SSL, 192.168.2.3, 42831, 52.73.95.52, 443): 3
(DATA-TEXT-LINES, 192.243.250.36, 80, 192.168.2.3, 41925): 1
(TCP, 192.168.2.3, 57317, 216.58.219.202, 443): 16
(HTTP, 192.168.2.3, 39467, 72.21.215.54, 80): 1
(TCP, 192.168.2.3, 59690, 52.84.125.136, 80): 110
(HTTP, 192.168.2.3, 36179, 172.229.210.55, 80): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 64132): 1
(TCP, 192.168.2.3, 36542, 172.217.4.193, 443): 5
(XML, 54.173.232.220, 80, 192.168.2.3, 46789): 3
(SSL, 192.168.2.3, 58581, 172.217.5.1, 443): 3
(TCP, 63.117.14.187, 443, 192.168.2.3, 44211): 15
(DNS, 192.168.2.3, 51169, 192.168.2.1, 53): 1
(TCP, 52.38.49.76, 80, 192.168.2.3, 53841): 16
(DNS, 192.168.2.1, 53, 192.168.2.3, 41635): 1
(TCP, 192.168.2.3, 56807, 184.73.158.180, 80): 8
(TCP, 192.168.2.3, 47985, 216.58.219.202, 443): 8
(TCP, 172.229.209.43, 80, 192.168.2.3, 57043): 8
(SSL, 162.208.22.76, 443, 192.168.2.3, 39794): 1
(DNS, 192.168.2.3, 15772, 192.168.2.1, 53): 1
(TCP, 52.20.246.43, 80, 192.168.2.3, 49211): 2
(TCP, 216.58.219.202, 443, 192.168.2.3, 40500): 5
(HTTP, 192.168.2.3, 46711, 63.117.14.212, 80): 2
(DNS, 192.168.2.1, 53, 192.168.2.3, 19231): 1
(DNS, 192.168.2.3, 14826, 192.168.2.1, 53): 1
(SSL, 157.52.75.7, 443, 192.168.2.3, 49616): 20
(TCP, 192.168.2.3, 45434, 172.229.225.157, 80): 55
(SSL, 199.96.57.6, 443, 192.168.2.3, 54840): 18
(TCP, 192.168.2.3, 38229, 54.239.27.48, 80): 3
(DNS, 192.168.2.3, 40459, 192.168.2.1, 53): 1
(TCP, 8.43.72.71, 80, 192.168.2.3, 39849): 3
(SSL, 193.149.47.98, 443, 192.168.2.3, 58278): 3
(DNS, 192.168.2.3, 9353, 192.168.2.1, 53): 1
(SSL, 192.168.2.3, 60956, 212.58.244.114, 443): 3
(TCP, 31.13.71.37, 443, 192.168.2.3, 52695): 5
(TCP, 162.208.22.74, 443, 192.168.2.3, 41885): 2
(DNS, 192.168.2.3, 44062, 192.168.2.1, 53): 1
(DNS, 192.168.2.3, 61796, 192.168.2.1, 53): 1
(TCP, 52.73.95.52, 443, 192.168.2.3, 42831): 6
(TCP, 31.13.71.7, 443, 192.168.2.3, 60208): 4
(TCP, 192.168.2.3, 56768, 172.217.2.2, 80): 4
(SSL, 192.168.2.3, 37931, 172.217.4.46, 443): 3
(TCP, 52.4.240.219, 80, 192.168.2.3, 44295): 4
(SSL, 63.117.14.21, 443, 192.168.2.3, 53985): 43
(DNS, 192.168.2.3, 27220, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 60477, 172.217.4.193, 443): 15
(HTTP, 192.168.2.3, 56775, 172.229.214.12, 80): 3
(TCP, 192.168.2.3, 36757, 172.217.4.205, 443): 7
(DNS, 192.168.2.3, 64352, 192.168.2.1, 53): 1
(SSL, 205.251.243.54, 443, 192.168.2.3, 37715): 8
(SSL, 63.117.14.218, 443, 192.168.2.3, 49103): 2
(TCP, 192.168.2.3, 45815, 184.26.44.97, 80): 41
(TCP, 52.73.51.20, 80, 192.168.2.3, 47471): 4
(DNS, 192.168.2.3, 15013, 192.168.2.1, 53): 1
(SSL, 52.84.127.95, 443, 192.168.2.3, 37551): 1
(HTTP, 63.251.88.51, 80, 192.168.2.3, 47853): 1
(TCP, 172.217.4.46, 443, 192.168.2.3, 42289): 1
(TCP, 192.168.2.3, 49618, 157.52.75.7, 443): 10
(HTTP, 192.168.2.3, 53841, 52.38.49.76, 80): 22
(HTTP, 63.251.98.12, 80, 192.168.2.3, 60628): 2
(TCP, 157.166.238.237, 80, 192.168.2.3, 50108): 4
(SSL, 23.44.117.39, 443, 192.168.2.3, 38890): 2
(SSL, 192.168.2.3, 51842, 63.117.14.187, 443): 4
(XML, 199.244.49.45, 80, 192.168.2.3, 35162): 1
(HTTP, 192.168.2.3, 39862, 52.70.67.85, 80): 3
(TCP, 192.168.2.3, 60440, 31.13.71.14, 443): 297
(TCP, 192.168.2.3, 37550, 52.84.127.95, 443): 5
(TCP, 172.217.4.205, 443, 192.168.2.3, 36761): 3
(DATA-TEXT-LINES, 172.217.4.194, 80, 192.168.2.3, 35465): 1
(TCP, 192.168.2.3, 36925, 31.13.71.7, 80): 4
(HTTP, 54.243.91.145, 80, 192.168.2.3, 49840): 1
(TCP, 63.117.14.187, 443, 192.168.2.3, 51842): 6
(TCP, 54.172.168.55, 80, 192.168.2.3, 39110): 4
(TCP, 63.117.14.218, 443, 192.168.2.3, 35637): 16
(DNS, 192.168.2.1, 53, 192.168.2.3, 4860): 1
(XML, 46.137.112.33, 80, 192.168.2.3, 33360): 1
(DNS, 192.168.2.3, 40117, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 35478, 31.13.71.2, 443): 2
(TCP, 23.67.250.153, 80, 192.168.2.3, 35812): 3
(TCP, 54.239.22.240, 443, 192.168.2.3, 42907): 4
(DNS, 192.168.2.1, 53, 192.168.2.3, 19261): 1
(JSON, 52.38.49.76, 80, 192.168.2.3, 53843): 20
(DNS, 192.168.2.1, 53, 192.168.2.3, 48749): 1
(DNS, 192.168.2.3, 39906, 192.168.2.1, 53): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 2465): 1
(SSL, 172.217.5.2, 443, 192.168.2.3, 52037): 44
(TCP, 192.168.2.3, 47870, 172.217.2.8, 443): 8
(DNS, 192.168.2.3, 60660, 192.168.2.1, 53): 1
(SSL, 192.168.2.3, 53331, 172.229.222.223, 443): 2
(JSON, 23.235.39.81, 80, 192.168.2.3, 39817): 1
(TCP, 172.217.4.193, 443, 192.168.2.3, 60477): 5
(DNS, 192.168.2.1, 53, 192.168.2.3, 49807): 1
(TCP, 204.154.111.224, 443, 192.168.2.3, 53712): 9
(TCP, 184.26.44.106, 80, 192.168.2.3, 52333): 11
(TCP, 192.168.2.3, 57720, 199.16.156.75, 80): 4
(SSL, 192.168.2.3, 53051, 207.171.162.253, 443): 7
(DNS, 192.168.2.3, 63315, 192.168.2.1, 53): 1
(DNS, 192.168.2.3, 23810, 192.168.2.1, 53): 1
(DNS, 192.168.2.3, 39658, 192.168.2.1, 53): 1
(DNS, 192.168.2.3, 59499, 192.168.2.1, 53): 1
(DNS, 192.168.2.3, 60492, 192.168.2.1, 53): 1
(TCP, 172.217.4.193, 443, 192.168.2.3, 36542): 4
(DNS, 192.168.2.3, 56680, 192.168.2.1, 53): 1
(TCP, 52.84.121.102, 443, 192.168.2.3, 37926): 92
(TCP, 192.168.2.3, 42169, 172.217.4.46, 443): 8
(TCP, 192.168.2.3, 49610, 157.52.75.7, 443): 45
(DNS, 192.168.2.1, 53, 192.168.2.3, 12721): 1
(IMAGE-GIF, 8.43.72.71, 80, 192.168.2.3, 39845): 1
(DNS, 192.168.2.3, 8703, 192.168.2.1, 53): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 55682): 1
(DNS, 192.168.2.3, 39357, 192.168.2.1, 53): 1
(SSL, 70.34.16.45, 443, 192.168.2.3, 59569): 5
(SSL, 192.168.2.3, 36774, 199.16.156.241, 443): 2
(TCP, 199.27.76.68, 80, 192.168.2.3, 56114): 35
(HTTP, 192.168.2.3, 53804, 72.21.215.54, 80): 3
(TCP, 68.67.176.46, 80, 192.168.2.3, 33324): 7
(DNS, 192.168.2.1, 53, 192.168.2.3, 42308): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 23908): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 18026): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 34261): 1
(TCP, 192.168.2.3, 57043, 172.229.209.43, 80): 10
(DNS, 192.168.2.1, 53, 192.168.2.3, 1631): 1
(TCP, 8.43.72.24, 80, 192.168.2.3, 55576): 3
(DNS, 192.168.2.3, 20498, 192.168.2.1, 53): 1
(SSL, 192.168.2.3, 51902, 63.117.14.244, 443): 13
(TCP, 192.168.2.3, 50722, 23.66.206.216, 443): 6
(TCP, 172.217.4.46, 443, 192.168.2.3, 43212): 6
(TCP, 172.217.1.66, 443, 192.168.2.3, 55571): 6
(DNS, 192.168.2.1, 53, 192.168.2.3, 23881): 1
(DNS, 192.168.2.3, 26111, 192.168.2.1, 53): 1
(SSL, 192.168.2.3, 56570, 192.243.250.36, 443): 3
(HTTP, 192.168.2.3, 47396, 54.231.8.137, 80): 1
(TCP, 52.5.185.141, 8001, 192.168.2.3, 50341): 5
(SSL, 52.22.70.65, 443, 192.168.2.3, 53989): 5
(TCP, 92.242.140.21, 80, 192.168.2.3, 41691): 4
(TCP, 192.168.2.3, 59858, 63.117.14.245, 443): 9
(TCP, 192.168.2.3, 45497, 216.58.219.202, 443): 9
(DNS, 192.168.2.1, 53, 192.168.2.3, 1379): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 10347): 1
(TCP, 172.217.4.193, 443, 192.168.2.3, 58304): 4
(TCP, 192.168.2.3, 57178, 64.202.112.7, 80): 4
(TCP, 31.13.71.7, 443, 192.168.2.3, 54547): 6
(HTTP, 192.168.2.3, 50641, 176.32.103.187, 80): 1
(TCP, 184.26.44.106, 80, 192.168.2.3, 52319): 3
(TCP, 216.58.219.193, 80, 192.168.2.3, 57169): 2
(DNS, 192.168.2.3, 50361, 192.168.2.1, 53): 1
(DATA-TEXT-LINES, 184.73.235.214, 80, 192.168.2.3, 50179): 2
(DNS, 192.168.2.3, 60769, 192.168.2.1, 53): 1
(SSL, 216.58.219.237, 443, 192.168.2.3, 60601): 9
(TCP, 172.217.2.2, 80, 192.168.2.3, 56768): 2
(DNS, 192.168.2.3, 21741, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 46515, 172.217.4.194, 443): 22
(TCP, 107.20.151.12, 80, 192.168.2.3, 35019): 4
(TCP, 204.154.110.227, 443, 192.168.2.3, 43950): 5
(DNS, 192.168.2.1, 53, 192.168.2.3, 29933): 1
(TCP, 192.168.2.3, 45911, 74.120.148.193, 80): 3
(TCP, 192.168.2.3, 54013, 199.27.76.175, 80): 5
(TCP, 192.168.2.3, 35630, 63.117.14.218, 443): 10
(DNS, 192.168.2.1, 53, 192.168.2.3, 1746): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 64070): 1
(TCP, 192.168.2.3, 53842, 52.38.49.76, 80): 23
(DNS, 192.168.2.3, 25254, 192.168.2.1, 53): 1
(SSL, 63.117.14.245, 443, 192.168.2.3, 53903): 13
(TCP, 204.154.110.227, 443, 192.168.2.3, 43935): 7
(TCP, 8.43.72.71, 80, 192.168.2.3, 39851): 3
(IMAGE-JFIF, 172.229.233.57, 80, 192.168.2.3, 48345): 1
(HTTP, 192.168.2.3, 47998, 172.229.233.57, 80): 3
(PNG, 172.229.214.12, 80, 192.168.2.3, 56775): 3
(DNS, 192.168.2.3, 34659, 192.168.2.1, 53): 1
(DNS, 192.168.2.3, 15793, 192.168.2.1, 53): 1
(TCP, 212.58.244.114, 443, 192.168.2.3, 60955): 5
(TCP, 192.168.2.3, 57087, 172.217.2.6, 80): 3
(SSL, 192.168.2.3, 38277, 54.239.22.240, 443): 14
(DNS, 192.168.2.1, 53, 192.168.2.3, 34680): 1
(TCP, 172.217.5.10, 443, 192.168.2.3, 40229): 4
(SSL, 54.239.24.226, 443, 192.168.2.3, 43391): 7
(TCP, 192.168.2.3, 53708, 162.248.19.154, 80): 3
(TCP, 207.171.162.130, 443, 192.168.2.3, 42753): 4
(HTTP, 192.168.2.3, 35812, 23.67.250.153, 80): 1
(HTTP, 192.168.2.3, 34620, 148.251.188.8, 80): 2
(DNS, 192.168.2.1, 53, 192.168.2.3, 59920): 1
(DATA, 173.194.156.206, 443, 192.168.2.3, 38669): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 46301): 1
(TCP, 172.217.4.194, 80, 192.168.2.3, 35486): 4
(DNS, 192.168.2.1, 53, 192.168.2.3, 59163): 1
(SSL, 172.217.4.193, 443, 192.168.2.3, 60420): 41
(IMAGE-JFIF, 172.229.228.216, 80, 192.168.2.3, 38842): 1
(HTTP, 192.168.2.3, 46025, 184.26.44.97, 80): 4
(TCP, 192.168.2.3, 54115, 162.208.22.35, 80): 5
(TCP, 192.168.2.3, 48002, 207.171.162.130, 443): 7
(IMAGE-GIF, 54.231.112.48, 80, 192.168.2.3, 60378): 1
(TCP, 216.58.219.202, 443, 192.168.2.3, 53048): 5
(TCP, 31.13.71.7, 443, 192.168.2.3, 60211): 3
(JSON, 52.89.181.40, 80, 192.168.2.3, 51200): 1
(TCP, 23.107.60.242, 80, 192.168.2.3, 50119): 4
(TCP, 192.168.2.3, 53907, 63.117.14.245, 443): 9
(TCP, 192.168.2.3, 36906, 31.13.71.7, 80): 6
(DNS, 192.168.2.1, 53, 192.168.2.3, 20179): 1
(MDNS, 192.168.2.1, 5353, 224.0.0.251, 5353): 6
(HTTP, 192.168.2.3, 36773, 23.67.251.40, 80): 1
(SSL, 98.139.225.42, 443, 192.168.2.3, 39430): 4
(IMAGE-JFIF, 172.229.228.216, 80, 192.168.2.3, 60179): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 31139): 1
(HTTP, 192.168.2.3, 44320, 52.4.240.219, 80): 1
(SSL, 192.168.2.3, 38614, 23.44.117.39, 443): 3
(TCP, 192.168.2.3, 57205, 64.202.112.7, 80): 4
(TCP, 23.44.117.39, 80, 192.168.2.3, 57522): 3
(TCP, 173.194.54.149, 443, 192.168.2.3, 40576): 6
(TCP, 52.84.121.102, 443, 192.168.2.3, 37928): 4
(DNS, 192.168.2.3, 49430, 192.168.2.1, 53): 1
(MEDIA, 199.27.76.68, 80, 192.168.2.3, 56114): 4
(TCP, 52.22.245.238, 80, 192.168.2.3, 45345): 9
(TCP, 192.168.2.3, 35158, 199.244.49.45, 80): 6
(SSL, 192.168.2.3, 49611, 157.52.75.7, 443): 4
(TCP, 192.168.2.3, 52293, 52.84.121.102, 443): 7
(DNS, 192.168.2.1, 53, 192.168.2.3, 16861): 1
(DNS, 192.168.2.3, 60001, 192.168.2.1, 53): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 8602): 1
(DNS, 192.168.2.3, 23853, 192.168.2.1, 53): 1
(XML, 23.107.60.242, 80, 192.168.2.3, 50117): 1
(TCP, 172.217.3.6, 443, 192.168.2.3, 57537): 7
(TCP, 192.168.2.3, 57712, 52.73.182.32, 80): 6
(TCP, 192.168.2.3, 43211, 172.217.4.46, 443): 10
(TCP, 72.21.215.54, 80, 192.168.2.3, 39467): 2
(IMAGE-GIF, 23.67.250.153, 80, 192.168.2.3, 35812): 1
(TCP, 23.67.250.153, 80, 192.168.2.3, 60650): 2
(SSL, 52.22.97.116, 443, 192.168.2.3, 44277): 5
(DNS, 192.168.2.1, 53, 192.168.2.3, 10800): 1
(DNS, 192.168.2.3, 32490, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 40500, 216.58.219.202, 443): 8
(TCP, 192.168.2.3, 39160, 31.13.71.1, 443): 398
(TCP, 192.168.2.3, 35272, 52.70.39.146, 80): 11
(DNS, 192.168.2.3, 5662, 192.168.2.1, 53): 1
(SSL, 192.168.2.3, 33972, 172.217.4.46, 443): 3
(DNS, 192.168.2.1, 53, 192.168.2.3, 44532): 1
(DATA-TEXT-LINES, 64.202.112.7, 80, 192.168.2.3, 57212): 1
(TCP, 192.168.2.3, 43097, 63.117.14.248, 443): 36
(TCP, 192.168.2.3, 56570, 192.243.250.36, 443): 8
(SSL, 192.168.2.3, 34114, 205.251.243.29, 443): 7
(XML, 52.7.181.179, 80, 192.168.2.3, 50791): 4
(TCP, 54.209.30.154, 443, 192.168.2.3, 33955): 4
(HTTP, 107.21.208.110, 80, 192.168.2.3, 53066): 1
(DNS, 192.168.2.3, 40083, 192.168.2.1, 53): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 10738): 1
(SSL, 172.217.4.46, 443, 192.168.2.3, 43212): 3
(TCP, 31.13.71.36, 443, 192.168.2.3, 51492): 4
(TCP, 192.168.2.3, 56877, 64.202.112.7, 80): 4
(SSL, 54.239.22.25, 443, 192.168.2.3, 36312): 9
(DNS, 192.168.2.1, 53, 192.168.2.3, 64352): 1
(TCP, 192.168.2.3, 50386, 207.171.162.130, 443): 7
(TCP, 192.168.2.3, 36924, 31.13.71.7, 80): 4
(SSL, 52.200.91.211, 443, 192.168.2.3, 36455): 5
(TCP, 31.13.71.7, 80, 192.168.2.3, 36925): 2
(TCP, 192.168.2.3, 46715, 172.217.4.193, 443): 129
(DNS, 192.168.2.1, 53, 192.168.2.3, 5540): 1
(TCP, 192.168.2.3, 47997, 172.229.233.57, 80): 28
(SSL, 192.168.2.3, 43949, 204.154.110.227, 443): 3
(DNS, 192.168.2.1, 53, 192.168.2.3, 37629): 1
(IMAGE-GIF, 74.217.63.59, 80, 192.168.2.3, 35233): 1
(TCP, 192.168.2.3, 57347, 172.217.3.6, 443): 18
(SSL, 192.168.2.3, 35305, 172.217.4.193, 443): 4
(TCP, 192.168.2.3, 43297, 172.229.222.223, 80): 5
(SSL, 192.168.2.3, 34213, 63.117.14.24, 443): 5
(IMAGE-GIF, 8.43.72.71, 80, 192.168.2.3, 39852): 1
(DNS, 192.168.2.3, 7577, 192.168.2.1, 53): 1
(TCP, 174.129.254.47, 80, 192.168.2.3, 41145): 2
(TCP, 192.168.2.3, 46494, 199.96.57.6, 80): 32
(DNS, 192.168.2.3, 18265, 192.168.2.1, 53): 1
(SSL, 192.168.2.3, 60212, 31.13.71.7, 443): 1
(SSL, 192.168.2.3, 32795, 207.171.162.130, 443): 4
(SSL, 172.217.4.193, 443, 192.168.2.3, 45996): 7
(SSL, 192.168.2.3, 48275, 172.217.4.46, 443): 1
(DNS, 192.168.2.3, 31209, 192.168.2.1, 53): 1
(HTTP, 192.168.2.3, 50041, 52.5.41.187, 80): 2
(SSL, 192.168.2.3, 47269, 198.51.152.179, 443): 3
(SSL, 207.171.162.130, 443, 192.168.2.3, 32795): 4
(SSL, 192.168.2.3, 33955, 54.209.30.154, 443): 3
(DNS, 192.168.2.1, 53, 192.168.2.3, 55484): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 2204): 1
(DNS, 192.168.2.3, 23881, 192.168.2.1, 53): 1
(TCP, 52.84.125.136, 80, 192.168.2.3, 36311): 244
(TCP, 54.239.22.240, 443, 192.168.2.3, 38272): 6
(HTTP, 192.168.2.3, 32972, 74.118.186.240, 80): 1
(SSL, 192.168.2.3, 60208, 31.13.71.7, 443): 9
(HTTP, 54.239.22.240, 80, 192.168.2.3, 57852): 1
(HTTP, 192.168.2.3, 32959, 74.118.186.240, 80): 1
(XML, 66.151.97.83, 80, 192.168.2.3, 50640): 2
(SSL, 192.168.2.3, 44474, 199.16.156.41, 443): 2
(TCP, 72.21.211.126, 443, 192.168.2.3, 47273): 5
(SSL, 192.168.2.3, 42742, 207.171.162.130, 443): 4
(DNS, 192.168.2.3, 1922, 192.168.2.1, 53): 1
(HTTP, 192.168.2.3, 35161, 199.244.49.45, 80): 1
(DNS, 192.168.2.3, 4460, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 36214, 52.84.122.135, 80): 77
(SSL, 192.168.2.3, 49647, 157.52.75.7, 443): 3
(SSL, 192.168.2.3, 35478, 31.13.71.2, 443): 2
(DNS, 192.168.2.3, 36850, 192.168.2.1, 53): 1
(SSL, 157.52.75.7, 443, 192.168.2.3, 49615): 5
(SSL, 192.168.2.3, 37937, 52.84.121.102, 443): 4
(TCP, 192.168.2.3, 50819, 52.7.181.179, 80): 5
(HTTP, 192.168.2.3, 36871, 63.117.14.212, 80): 1
(TCP, 192.168.2.3, 37937, 52.84.121.102, 443): 28
(SSL, 63.117.68.16, 443, 192.168.2.3, 53573): 231
(SSL, 54.239.26.196, 443, 192.168.2.3, 54767): 4
(TCP, 192.168.2.3, 39110, 54.172.168.55, 80): 5
(TCP, 192.168.2.3, 40593, 176.32.103.187, 443): 10
(TCP, 192.168.2.3, 52320, 184.26.44.106, 80): 4
(TCP, 192.168.2.3, 46223, 23.21.108.3, 443): 6
(HTTP, 52.70.39.146, 80, 192.168.2.3, 35272): 2
(DNS, 192.168.2.3, 11151, 192.168.2.1, 53): 1
(TCP, 54.239.22.25, 443, 192.168.2.3, 36312): 5
(DNS, 192.168.2.3, 7607, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 58088, 23.235.46.73, 80): 53
(SSL, 63.117.14.218, 443, 192.168.2.3, 48923): 21
(SSL, 192.168.2.3, 48002, 207.171.162.130, 443): 4
(DATA-TEXT-LINES, 174.129.249.36, 80, 192.168.2.3, 33492): 1
(SSL, 52.84.127.95, 443, 192.168.2.3, 37565): 1
(_WS.MALFORMED, 52.7.181.179, 80, 192.168.2.3, 50817): 1
(TCP, 192.168.2.3, 35019, 107.20.151.12, 80): 5
(TCP, 216.58.219.225, 443, 192.168.2.3, 53529): 5
(DNS, 192.168.2.3, 1870, 192.168.2.1, 53): 1
(TCP, 104.16.109.236, 80, 192.168.2.3, 43937): 2
(TCP, 192.168.2.3, 48275, 172.217.4.46, 443): 10
(DNS, 192.168.2.3, 8852, 192.168.2.1, 53): 1
(TCP, 172.229.219.108, 443, 192.168.2.3, 33342): 3
(TCP, 54.243.174.202, 80, 192.168.2.3, 49481): 5
(SSL, 176.32.103.187, 443, 192.168.2.3, 40593): 7
(TCP, 172.217.4.42, 443, 192.168.2.3, 35314): 1
(SSL, 207.171.162.130, 443, 192.168.2.3, 43816): 4
(SSL, 31.13.71.7, 443, 192.168.2.3, 60258): 13
(DNS, 192.168.2.1, 53, 192.168.2.3, 59856): 1
(TCP, 192.168.2.3, 35637, 63.117.14.218, 443): 26
(SSL, 216.58.219.202, 443, 192.168.2.3, 45497): 7
(HTTP, 192.168.2.3, 56874, 64.202.112.7, 80): 1
(DNS, 192.168.2.3, 10972, 192.168.2.1, 53): 1
(SSL, 63.117.68.16, 443, 192.168.2.3, 53576): 1
(DNS, 192.168.2.3, 11849, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 53436, 52.84.121.161, 443): 9
(TCP, 192.168.2.3, 60601, 216.58.219.237, 443): 8
(TCP, 192.168.2.3, 51024, 31.13.71.36, 443): 2
(DNS, 192.168.2.3, 54909, 192.168.2.1, 53): 1
(URLENCODED-FORM, 192.168.2.3, 44928, 157.166.239.60, 80): 1
(SSL, 192.168.2.3, 49103, 63.117.14.218, 443): 4
(JSON, 192.168.2.3, 38675, 176.32.103.187, 80): 1
(TCP, 63.117.14.24, 443, 192.168.2.3, 34213): 25
(TCP, 172.229.214.12, 80, 192.168.2.3, 56776): 4
(TCP, 52.4.240.219, 80, 192.168.2.3, 44327): 4
(HTTP, 192.168.2.3, 39846, 8.43.72.71, 80): 1
(_WS.MALFORMED, 63.117.14.213, 443, 192.168.2.3, 35493): 1
(TCP, 192.168.2.3, 37056, 152.163.51.2, 80): 4
(TCP, 23.67.250.153, 80, 192.168.2.3, 60649): 2
(TCP, 52.7.181.179, 80, 192.168.2.3, 50791): 12
(SSL, 192.168.2.3, 50801, 207.171.162.253, 443): 6
(TCP, 172.229.219.108, 443, 192.168.2.3, 33343): 3
(DNS, 192.168.2.1, 53, 192.168.2.3, 25752): 1
(SSL, 23.23.153.77, 443, 192.168.2.3, 33351): 5
(SSL, 192.168.2.3, 33836, 63.117.14.208, 443): 7
(DNS, 192.168.2.1, 53, 192.168.2.3, 7607): 1
(SSL, 192.168.2.3, 47887, 172.217.5.10, 443): 5
(IMAGE-GIF, 172.217.2.2, 80, 192.168.2.3, 56767): 1
(SSL, 162.208.22.76, 443, 192.168.2.3, 39625): 5
(HTTP, 192.168.2.3, 37614, 52.20.97.18, 80): 16
(TCP, 192.168.2.3, 33955, 54.209.30.154, 443): 9
(TCP, 192.168.2.3, 57211, 64.202.112.7, 80): 4
(HTTP, 192.168.2.3, 42426, 31.13.71.12, 80): 1
(TCP, 192.168.2.3, 46044, 184.26.44.97, 80): 4
(TCP, 63.117.14.14, 443, 192.168.2.3, 46667): 1969
(HTTP, 184.26.44.95, 80, 192.168.2.3, 50189): 2
(TCP, 192.168.2.3, 57239, 64.202.112.7, 80): 4
(HTTP, 192.168.2.3, 57521, 23.44.117.39, 80): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 41586): 1
(SSL, 192.168.2.3, 46667, 63.117.14.14, 443): 9
(DNS, 192.168.2.1, 53, 192.168.2.3, 8335): 1
(TCP, 23.23.153.77, 443, 192.168.2.3, 33351): 5
(SSL, 192.168.2.3, 35641, 63.117.14.218, 443): 2
(TCP, 52.84.125.136, 80, 192.168.2.3, 47216): 107
(HTTP, 192.168.2.3, 53554, 157.166.249.67, 80): 2
(XML, 52.4.240.219, 80, 192.168.2.3, 44295): 1
(SSL, 63.117.14.180, 443, 192.168.2.3, 36764): 10
(DNS, 192.168.2.1, 53, 192.168.2.3, 7902): 1
(TCP, 192.168.2.3, 52622, 63.117.14.249, 443): 69
(TCP, 52.7.181.179, 80, 192.168.2.3, 50818): 4
(DNS, 192.168.2.1, 53, 192.168.2.3, 53071): 1
(TCP, 192.168.2.3, 53906, 63.117.14.245, 443): 14
(TCP, 192.168.2.3, 44475, 199.16.156.41, 443): 8
(DNS, 192.168.2.1, 53, 192.168.2.3, 54191): 1
(TCP, 23.23.99.254, 80, 192.168.2.3, 47652): 4
(DNS, 192.168.2.3, 31139, 192.168.2.1, 53): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 15217): 1
(TCP, 63.117.14.150, 443, 192.168.2.3, 41874): 7
(JSON, 52.38.49.76, 80, 192.168.2.3, 53840): 18
(DNS, 192.168.2.3, 34261, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 50640, 66.151.97.83, 80): 10
(DNS, 192.168.2.3, 10800, 192.168.2.1, 53): 1
(DNS, 192.168.2.3, 41799, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 50252, 184.26.44.95, 80): 5
(TCP, 192.168.2.3, 39787, 23.235.39.81, 80): 32
(TCP, 172.217.2.14, 443, 192.168.2.3, 44472): 4
(MEDIA, 172.229.209.43, 80, 192.168.2.3, 57043): 1
(TCP, 199.96.57.6, 80, 192.168.2.3, 46494): 32
(TCP, 204.154.111.224, 443, 192.168.2.3, 53711): 8
(DNS, 192.168.2.1, 53, 192.168.2.3, 4460): 1
(SSL, 192.168.2.3, 40238, 172.217.5.10, 443): 2
(DNS, 192.168.2.1, 53, 192.168.2.3, 6974): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 57567): 1
(TCP, 192.168.2.3, 47996, 172.229.233.57, 80): 8
(HTTP, 192.168.2.3, 39816, 23.235.39.81, 80): 1
(TCP, 172.217.4.46, 443, 192.168.2.3, 55520): 6
(TCP, 192.168.2.3, 55448, 54.210.137.122, 80): 6
(TCP, 54.239.17.7, 443, 192.168.2.3, 42764): 13
(TCP, 192.168.2.3, 33324, 68.67.176.46, 80): 8
(TCP, 63.117.14.245, 443, 192.168.2.3, 53907): 4
(SSL, 192.168.2.3, 53712, 204.154.111.224, 443): 4
(DNS, 192.168.2.1, 53, 192.168.2.3, 34626): 1
(IMAGE-GIF, 8.43.72.71, 80, 192.168.2.3, 39846): 1
(TCP, 192.168.2.3, 39943, 52.11.29.182, 80): 18
(TCP, 192.168.2.3, 35412, 172.217.4.194, 80): 5
(TCP, 192.168.2.3, 39431, 98.139.225.42, 443): 9
