(highest, src_addr, src_port, dst_addr, dst_port): count
(TCP, 52.84.121.102, 443, 192.168.2.3, 37939): 32
(HTTP, 192.168.2.3, 51390, 184.73.173.77, 80): 1
(SSL, 192.168.2.3, 47322, 216.58.219.193, 443): 8
(SSL, 31.13.71.1, 443, 192.168.2.3, 39173): 6
(TCP, 192.168.2.3, 37654, 52.20.97.18, 80): 9
(SSL, 31.13.71.14, 443, 192.168.2.3, 60440): 252
(SSL, 216.58.219.225, 443, 192.168.2.3, 60312): 6
(SSL, 192.168.2.3, 36772, 199.16.156.241, 443): 67
(TCP, 104.244.43.71, 443, 192.168.2.3, 42491): 7
(TCP, 212.58.244.114, 443, 192.168.2.3, 60956): 4
(HTTP, 192.168.2.3, 42143, 54.239.23.139, 80): 3
(TCP, 192.168.2.3, 34383, 72.21.211.126, 443): 12
(SSL, 192.168.2.3, 49614, 157.52.75.7, 443): 3
(TCP, 192.168.2.3, 39581, 72.21.211.126, 443): 14
(DNS, 192.168.2.1, 53, 192.168.2.3, 1098): 1
(HTTP, 192.168.2.3, 56976, 172.229.214.12, 80): 1
(DNS, 192.168.2.3, 53814, 192.168.2.1, 53): 1
(SSL, 192.168.2.3, 36760, 172.217.4.205, 443): 13
(HTTP, 54.239.22.5, 80, 192.168.2.3, 34755): 1
(TCP, 54.239.22.175, 80, 192.168.2.3, 40985): 2
(DNS, 192.168.2.3, 51015, 192.168.2.1, 53): 1
(SSL, 192.168.2.3, 54353, 64.233.177.157, 443): 2
(DNS, 192.168.2.1, 53, 192.168.2.3, 8358): 1
(TCP, 63.117.14.218, 443, 192.168.2.3, 52694): 8
(TCP, 192.168.2.3, 59898, 54.239.17.7, 443): 8
(DNS, 192.168.2.1, 53, 192.168.2.3, 62345): 1
(TCP, 72.21.215.54, 80, 192.168.2.3, 43527): 3
(TCP, 172.229.242.230, 443, 192.168.2.3, 60143): 4
(DNS, 192.168.2.1, 53, 192.168.2.3, 24016): 1
(TCP, 64.202.112.7, 80, 192.168.2.3, 57210): 3
(DNS, 192.168.2.1, 53, 192.168.2.3, 8822): 1
(TCP, 207.171.162.130, 443, 192.168.2.3, 50386): 4
(TCP, 192.168.2.3, 54921, 23.66.206.216, 443): 6
(HTTP, 192.168.2.3, 36762, 23.67.251.40, 80): 6
(SSL, 172.229.242.230, 443, 192.168.2.3, 60142): 2
(TCP, 192.168.2.3, 36761, 172.217.4.205, 443): 9
(_WS.MALFORMED, 63.117.14.183, 443, 192.168.2.3, 34792): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 64478): 1
(TCP, 199.16.156.41, 443, 192.168.2.3, 44473): 4
(DNS, 192.168.2.1, 53, 192.168.2.3, 48067): 1
(DATA-TEXT-LINES, 50.116.194.21, 80, 192.168.2.3, 36368): 1
(TCP, 54.154.197.229, 80, 192.168.2.3, 39774): 4
(TCP, 192.168.2.3, 49619, 157.52.75.7, 443): 6
(HTTP, 192.168.2.3, 45345, 52.22.245.238, 80): 3
(TCP, 184.73.198.130, 80, 192.168.2.3, 37457): 2
(TCP, 192.168.2.3, 36179, 172.229.210.55, 80): 5
(TCP, 23.235.46.98, 443, 192.168.2.3, 47906): 2
(TCP, 23.44.117.39, 80, 192.168.2.3, 57521): 4
(DNS, 192.168.2.1, 53, 192.168.2.3, 39305): 1
(TCP, 192.168.2.3, 33342, 172.229.219.108, 443): 7
(DNS, 192.168.2.1, 53, 192.168.2.3, 62673): 1
(TCP, 192.168.2.3, 48345, 172.229.233.57, 80): 6
(_WS.MALFORMED, 46.236.9.36, 80, 192.168.2.3, 39894): 1
(TCP, 184.26.44.97, 80, 192.168.2.3, 45815): 40
(HTTP, 192.168.2.3, 43296, 172.229.222.223, 80): 1
(HTTP, 192.168.2.3, 35451, 172.217.4.194, 80): 2
(TCP, 63.117.68.22, 443, 192.168.2.3, 42727): 72
(DNS, 192.168.2.3, 45829, 192.168.2.1, 53): 1
(SSL, 192.168.2.3, 49610, 157.52.75.7, 443): 5
(TCP, 172.217.2.6, 80, 192.168.2.3, 57087): 2
(DNS, 192.168.2.1, 53, 192.168.2.3, 6982): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 54238): 1
(TCP, 192.168.2.3, 59425, 50.19.227.142, 80): 5
(TCP, 192.168.2.3, 36772, 199.16.156.241, 443): 114
(TCP, 192.168.2.3, 52296, 52.84.121.102, 443): 10
(TCP, 72.30.2.182, 443, 192.168.2.3, 55303): 4
(DNS, 192.168.2.3, 1631, 192.168.2.1, 53): 1
(HTTP, 192.168.2.3, 56877, 64.202.112.7, 80): 1
(SSL, 192.168.2.3, 33835, 63.117.14.208, 443): 4
(TCP, 52.38.49.76, 80, 192.168.2.3, 53826): 23
(TCP, 192.168.2.3, 60955, 212.58.244.114, 443): 9
(SSL, 192.168.2.3, 36773, 199.16.156.241, 443): 2
(TCP, 172.217.4.46, 443, 192.168.2.3, 42169): 4
(HTTP, 192.168.2.3, 35486, 172.217.4.194, 80): 2
(TCP, 192.168.2.3, 39846, 8.43.72.71, 80): 13
(SSL, 172.217.4.194, 443, 192.168.2.3, 46294): 14
(HTTP, 192.168.2.3, 39774, 54.154.197.229, 80): 1
(IMAGE-GIF, 138.108.7.20, 80, 192.168.2.3, 50879): 1
(SSL, 192.168.2.3, 40229, 172.217.5.10, 443): 1
(IMAGE-JFIF, 172.229.233.57, 80, 192.168.2.3, 47997): 3
(DNS, 192.168.2.3, 28605, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 35216, 23.67.251.17, 80): 5
(TCP, 192.168.2.3, 43212, 172.217.4.46, 443): 5
(TCP, 216.58.219.193, 443, 192.168.2.3, 47118): 10
(SSL, 192.168.2.3, 40500, 216.58.219.202, 443): 3
(TCP, 63.117.14.218, 443, 192.168.2.3, 34125): 23
(DNS, 192.168.2.1, 53, 192.168.2.3, 36850): 1
(TCP, 192.168.2.3, 60820, 63.117.14.244, 443): 4
(TCP, 192.168.2.3, 59309, 52.84.125.15, 443): 7
(DNS, 192.168.2.1, 53, 192.168.2.3, 49276): 1
(SSL, 63.117.14.24, 443, 192.168.2.3, 59371): 30
(TCP, 216.58.219.202, 443, 192.168.2.3, 43646): 12
(SSL, 172.217.4.193, 443, 192.168.2.3, 57422): 29
(HTTP, 172.229.210.55, 80, 192.168.2.3, 36179): 1
(HTTP, 172.229.222.223, 80, 192.168.2.3, 43290): 1
(TCP, 192.168.2.3, 52659, 172.217.4.46, 443): 6
(DNS, 192.168.2.1, 53, 192.168.2.3, 28906): 1
(HTTP, 192.168.2.3, 43224, 172.229.222.223, 80): 3
(HTTP, 162.208.22.36, 80, 192.168.2.3, 54048): 1
(TCP, 192.168.2.3, 50119, 23.107.60.242, 80): 5
(DNS, 192.168.2.3, 27096, 192.168.2.1, 53): 1
(SSL, 192.168.2.3, 43646, 216.58.219.202, 443): 9
(DNS, 192.168.2.3, 17686, 192.168.2.1, 53): 1
(SSL, 192.168.2.3, 57347, 172.217.3.6, 443): 6
(SSL, 204.154.110.227, 443, 192.168.2.3, 43935): 2
(HTTP, 192.168.2.3, 50341, 52.5.185.141, 8001): 1
(HTTP, 192.168.2.3, 57178, 64.202.112.7, 80): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 31104): 1
(HTTP, 192.168.2.3, 60628, 63.251.98.12, 80): 2
(DNS, 192.168.2.3, 13417, 192.168.2.1, 53): 1
(DATA-TEXT-LINES, 176.32.103.187, 80, 192.168.2.3, 38675): 1
(TCP, 216.58.219.193, 80, 192.168.2.3, 57168): 2
(HTTP, 192.168.2.3, 39817, 23.235.39.81, 80): 1
(SSL, 192.168.2.3, 55520, 172.217.4.46, 443): 3
(TCP, 192.168.2.3, 36175, 54.148.184.23, 80): 6
(TCP, 172.229.222.223, 80, 192.168.2.3, 43295): 7
(HTTP, 192.168.2.3, 50648, 54.239.23.139, 80): 3
(DNS, 192.168.2.3, 41611, 192.168.2.1, 53): 1
(TCP, 72.21.215.54, 80, 192.168.2.3, 45744): 3
(TCP, 54.239.22.240, 443, 192.168.2.3, 38277): 10
(HTTP, 52.11.29.182, 80, 192.168.2.3, 39948): 33
(DATA-TEXT-LINES, 23.21.52.141, 80, 192.168.2.3, 33198): 1
(SSL, 52.84.121.102, 443, 192.168.2.3, 37928): 7
(TCP, 23.44.117.39, 80, 192.168.2.3, 57794): 3
(TCP, 192.168.2.3, 39946, 52.11.29.182, 80): 15
(TCP, 192.168.2.3, 53410, 172.229.222.223, 443): 4
(DNS, 192.168.2.3, 1798, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 32795, 207.171.162.130, 443): 8
(DNS, 192.168.2.1, 53, 192.168.2.3, 44080): 1
(DNS, 192.168.2.3, 58840, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 36764, 63.117.14.180, 443): 12
(SSL, 192.168.2.3, 60440, 31.13.71.14, 443): 52
(DNS, 192.168.2.1, 53, 192.168.2.3, 15793): 1
(SSL, 172.217.4.205, 443, 192.168.2.3, 36762): 13
(SSL, 192.168.2.3, 60312, 216.58.219.225, 443): 3
(DNS, 192.168.2.1, 53, 192.168.2.3, 41513): 1
(SSL, 63.117.14.244, 443, 192.168.2.3, 39663): 3
(DNS, 192.168.2.3, 62345, 192.168.2.1, 53): 1
(TCP, 52.200.43.126, 443, 192.168.2.3, 46076): 4
(DNS, 192.168.2.3, 2910, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 53572, 63.117.68.16, 443): 8
(SSL, 192.168.2.3, 53529, 216.58.219.225, 443): 3
(TCP, 192.168.2.3, 50341, 52.5.185.141, 8001): 5
(HTTP, 192.168.2.3, 39945, 52.11.29.182, 80): 34
(TCP, 8.43.72.32, 80, 192.168.2.3, 54688): 7
(SSL, 52.84.121.102, 443, 192.168.2.3, 37937): 11
(SSL, 192.168.2.3, 39430, 98.139.225.42, 443): 2
(SSL, 31.13.71.12, 443, 192.168.2.3, 47342): 12
(TCP, 192.168.2.3, 43059, 63.117.68.23, 80): 13
(TCP, 52.20.97.18, 80, 192.168.2.3, 37654): 6
(SSL, 172.217.4.193, 443, 192.168.2.3, 48679): 12
(DNS, 192.168.2.3, 2465, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 40238, 172.217.5.10, 443): 7
(SSL, 192.168.2.3, 36771, 199.16.156.241, 443): 2
(TCP, 64.202.112.7, 80, 192.168.2.3, 56875): 4
(DNS, 192.168.2.3, 5691, 192.168.2.1, 53): 1
(TCP, 31.13.71.14, 443, 192.168.2.3, 60440): 356
(TCP, 192.168.2.3, 50324, 173.194.134.201, 443): 12
(TCP, 192.168.2.3, 39173, 31.13.71.1, 443): 8
(IMAGE-GIF, 199.16.156.75, 80, 192.168.2.3, 57718): 1
(TCP, 192.168.2.3, 51842, 63.117.14.187, 443): 4
(DNS, 192.168.2.3, 32601, 192.168.2.1, 53): 1
(SSL, 52.84.127.95, 443, 192.168.2.3, 37386): 5
(TCP, 192.168.2.3, 45836, 54.239.28.200, 443): 7
(TCP, 54.210.137.122, 80, 192.168.2.3, 55448): 5
(HTTP, 23.15.8.97, 80, 192.168.2.3, 38907): 4
