(highest, src_addr, src_port, dst_addr, dst_port): count
(TCP, 207.171.162.130, 443, 192.168.2.3, 40386): 4
(TCP, 192.168.2.3, 50577, 199.166.0.200, 80): 6
(HTTP, 192.168.2.3, 41039, 92.242.140.21, 80): 1
(TCP, 216.58.219.238, 443, 192.168.2.3, 47606): 18
(SSL, 54.239.22.50, 443, 192.168.2.3, 40056): 2
(TCP, 172.229.228.216, 80, 192.168.2.3, 38918): 39
(SSL, 54.239.23.82, 443, 192.168.2.3, 41539): 5
(HTTP, 192.168.2.3, 57602, 96.6.113.35, 80): 1
(TCP, 192.168.2.3, 58227, 157.166.248.229, 80): 5
(TCP, 216.58.219.193, 443, 192.168.2.3, 60935): 5
(HTTP, 192.168.2.3, 33689, 64.202.112.13, 80): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 63605): 1
(TCP, 192.168.2.3, 36725, 172.217.2.14, 443): 144
(HTTP, 192.168.2.3, 48206, 65.202.58.88, 80): 1
(SSL, 216.58.219.238, 443, 192.168.2.3, 47607): 3
(TCP, 216.58.219.234, 443, 192.168.2.3, 52816): 8
(TCP, 192.168.2.3, 51490, 172.217.3.1, 443): 10
(DNS, 192.168.2.3, 54903, 192.168.2.1, 53): 1
(TCP, 216.58.219.206, 443, 192.168.2.3, 50911): 25
(IMAGE-GIF, 77.72.116.213, 80, 192.168.2.3, 60353): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 18957): 1
(TCP, 192.168.2.3, 54148, 72.247.8.178, 80): 79
(MEDIA, 199.27.76.73, 80, 192.168.2.3, 59278): 2
(DNS, 192.168.2.1, 53, 192.168.2.3, 26054): 1
(TCP, 207.171.162.163, 80, 192.168.2.3, 49903): 3
(DNS, 192.168.2.3, 29989, 192.168.2.1, 53): 1
(TCP, 172.217.4.33, 443, 192.168.2.3, 56259): 6
(SSL, 207.171.162.130, 443, 192.168.2.3, 57305): 4
(TCP, 192.168.2.3, 37557, 72.21.211.0, 80): 5
(DNS, 192.168.2.3, 52841, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 59040, 207.171.162.163, 80): 26
(TCP, 63.117.14.18, 443, 192.168.2.3, 39827): 185
(DNS, 192.168.2.1, 53, 192.168.2.3, 57899): 1
(TCP, 192.168.2.3, 34179, 216.58.219.234, 443): 33
(DNS, 192.168.2.3, 26660, 192.168.2.1, 53): 1
(DNS, 192.168.2.3, 50835, 192.168.2.1, 53): 1
(HTTP, 192.168.2.3, 48374, 54.192.54.206, 80): 1
(TCP, 192.168.2.3, 58695, 172.229.228.216, 80): 23
(TCP, 199.27.76.73, 80, 192.168.2.3, 59291): 143
(SSL, 192.168.2.3, 41471, 216.58.219.193, 443): 6
(TCP, 172.217.4.66, 443, 192.168.2.3, 53741): 21
(TCP, 192.168.2.3, 49231, 172.217.4.46, 80): 5
(TCP, 172.217.3.2, 80, 192.168.2.3, 45304): 21
(TCP, 192.168.2.3, 40164, 199.27.76.98, 443): 16
(TCP, 50.31.185.39, 80, 192.168.2.3, 59452): 3
(DNS, 192.168.2.1, 53, 192.168.2.3, 1299): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 63278): 1
(TCP, 216.58.219.206, 443, 192.168.2.3, 47620): 8
(TCP, 192.168.2.3, 50380, 69.172.216.111, 443): 6
(TCP, 23.32.174.216, 443, 192.168.2.3, 45501): 4
(TCP, 54.243.146.37, 80, 192.168.2.3, 48997): 4
(IMAGE-JFIF, 54.240.190.108, 80, 192.168.2.3, 43031): 3
(SSL, 172.229.236.200, 443, 192.168.2.3, 48573): 5
(TCP, 172.217.3.1, 443, 192.168.2.3, 51485): 4
(TCP, 54.239.22.50, 443, 192.168.2.3, 40056): 3
(TCP, 192.168.2.3, 43445, 172.217.5.14, 443): 1
(DNS, 192.168.2.3, 60520, 192.168.2.1, 53): 1
(DNS, 192.168.2.3, 17140, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 52551, 212.58.244.115, 80): 5
(DATA-TEXT-LINES, 172.229.214.12, 80, 192.168.2.3, 56132): 1
(SSL, 192.168.2.3, 52059, 216.58.219.225, 443): 4
(SSL, 192.168.2.3, 42945, 207.171.162.130, 443): 4
(SSL, 192.168.2.3, 41102, 52.84.121.108, 443): 3
(SSL, 192.168.2.3, 60935, 216.58.219.193, 443): 3
(DNS, 192.168.2.1, 53, 192.168.2.3, 3049): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 14915): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 9203): 1
(MDNS, 192.168.2.1, 5353, 224.0.0.251, 5353): 1
(HTTP, 192.168.2.3, 58695, 172.229.228.216, 80): 1
(DNS, 192.168.2.3, 34457, 192.168.2.1, 53): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 10351): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 42700): 1
(_WS.MALFORMED, 172.217.5.14, 443, 192.168.2.3, 57293): 1
(SSL, 192.168.2.3, 51601, 216.58.219.206, 443): 4
(SSL, 104.100.160.187, 443, 192.168.2.3, 35861): 2
(PNG, 172.229.214.12, 80, 192.168.2.3, 56137): 2
(DNS, 192.168.2.1, 53, 192.168.2.3, 54575): 1
(HTTP, 192.168.2.3, 60988, 54.236.84.167, 80): 2
(TCP, 63.88.100.163, 80, 192.168.2.3, 39073): 2
(SSL, 192.168.2.3, 50188, 54.239.22.50, 443): 3
(SSL, 54.239.25.200, 443, 192.168.2.3, 47967): 10
(PNG, 199.27.76.73, 80, 192.168.2.3, 59276): 2
(TCP, 192.168.2.3, 38985, 23.15.8.64, 80): 58
(TCP, 192.168.2.3, 34473, 216.58.219.234, 443): 9
(TCP, 172.229.214.12, 80, 192.168.2.3, 56131): 7
(TCP, 74.119.118.100, 80, 192.168.2.3, 55678): 5
(SSL, 176.32.99.133, 443, 192.168.2.3, 35592): 5
(DNS, 192.168.2.3, 15311, 192.168.2.1, 53): 1
(TCP, 205.251.242.2, 443, 192.168.2.3, 48873): 3
(SSL, 216.58.219.193, 443, 192.168.2.3, 41471): 63
(TCP, 23.15.8.64, 80, 192.168.2.3, 39038): 2
(TCP, 192.168.2.3, 44335, 54.175.226.36, 80): 3
(TCP, 192.168.2.3, 54310, 52.84.121.108, 443): 9
(HTTP, 54.239.22.50, 80, 192.168.2.3, 38040): 1
(HTTP, 192.168.2.3, 59711, 54.239.23.147, 80): 2
(SSL, 172.217.1.78, 443, 192.168.2.3, 43161): 6
(TCP, 192.168.2.3, 52050, 172.217.4.66, 80): 87
(SSL, 216.58.219.206, 443, 192.168.2.3, 35412): 101
(SSL, 192.168.2.3, 50380, 69.172.216.111, 443): 3
(SSL, 199.166.0.200, 443, 192.168.2.3, 41930): 4
(TCP, 216.58.219.193, 443, 192.168.2.3, 41471): 8
(DNS, 192.168.2.1, 53, 192.168.2.3, 55868): 1
(DNS, 192.168.2.3, 26054, 192.168.2.1, 53): 1
(TCP, 172.217.3.2, 443, 192.168.2.3, 41084): 11
(SSL, 192.168.2.3, 60948, 172.217.2.13, 443): 10
(TCP, 207.171.162.130, 443, 192.168.2.3, 58500): 4
(TCP, 192.168.2.3, 35364, 52.16.145.115, 80): 4
(TCP, 192.168.2.3, 53258, 172.217.4.33, 443): 11
(SSL, 192.168.2.3, 42809, 207.171.162.130, 443): 4
(SSL, 192.168.2.3, 53670, 212.58.244.115, 443): 3
(SSL, 192.168.2.3, 53258, 172.217.4.33, 443): 4
(SSL, 216.58.219.206, 443, 192.168.2.3, 51601): 2
(HTTP, 192.168.2.3, 56143, 172.229.214.12, 80): 4
(DATA-TEXT-LINES, 184.26.44.97, 80, 192.168.2.3, 45250): 7
(TCP, 172.217.3.10, 443, 192.168.2.3, 54623): 20
(HTTP, 192.168.2.3, 58182, 157.166.248.229, 80): 1
(SSL, 192.168.2.3, 57889, 54.239.25.200, 443): 6
(TCP, 192.168.2.3, 40161, 52.86.247.32, 80): 4
(TCP, 192.168.2.3, 50419, 207.171.162.130, 443): 10
(HTTP, 192.168.2.3, 47362, 172.229.233.57, 80): 3
(TCP, 192.168.2.3, 52886, 72.21.211.0, 80): 5
(TCP, 54.244.225.107, 443, 192.168.2.3, 35831): 2
(DNS, 192.168.2.1, 53, 192.168.2.3, 3441): 1
(IMAGE-GIF, 199.27.76.73, 80, 192.168.2.3, 59274): 1
(TCP, 192.168.2.3, 48377, 138.108.7.20, 443): 11
(TCP, 192.168.2.3, 42218, 208.117.236.114, 443): 10
(HTTP, 192.168.2.3, 49903, 207.171.162.163, 80): 1
(TCP, 216.58.219.225, 443, 192.168.2.3, 49325): 6
(TCP, 207.171.162.130, 443, 192.168.2.3, 44875): 4
(SSL, 192.168.2.3, 58650, 104.100.150.188, 443): 3
(DNS, 192.168.2.1, 53, 192.168.2.3, 55484): 1
(SSL, 216.58.219.238, 443, 192.168.2.3, 57812): 7
(SSL, 192.168.2.3, 52122, 172.217.5.14, 443): 5
(TCP, 172.217.4.202, 443, 192.168.2.3, 37235): 4
(TCP, 216.58.219.234, 443, 192.168.2.3, 43247): 5
(TCP, 192.168.2.3, 55061, 172.217.3.14, 443): 4
(DNS, 192.168.2.1, 53, 192.168.2.3, 31451): 1
(SSL, 54.239.28.191, 443, 192.168.2.3, 46748): 7
(SSL, 172.217.4.72, 443, 192.168.2.3, 40276): 5
(SSL, 216.58.219.206, 443, 192.168.2.3, 52938): 9
(DNS, 192.168.2.1, 53, 192.168.2.3, 18605): 1
(DNS, 192.168.2.3, 60162, 192.168.2.1, 53): 1
(TCP, 199.27.76.73, 80, 192.168.2.3, 59275): 24
(TCP, 52.86.247.32, 80, 192.168.2.3, 40162): 2
(TCP, 23.37.13.125, 80, 192.168.2.3, 38837): 9
(TCP, 192.168.2.3, 49342, 52.73.132.68, 80): 4
(DATA-TEXT-LINES, 172.217.4.66, 80, 192.168.2.3, 52050): 2
(TCP, 192.168.2.3, 46951, 63.117.14.179, 443): 2651
(DATA-TEXT-LINES, 74.119.118.100, 80, 192.168.2.3, 55678): 3
(SSL, 192.168.2.3, 47606, 216.58.219.238, 443): 17
(TCP, 207.171.162.163, 80, 192.168.2.3, 59040): 24
(SSL, 192.168.2.3, 36431, 54.239.24.226, 443): 5
(TCP, 192.168.2.3, 54018, 204.154.110.233, 443): 6
(HTTP, 72.21.211.0, 80, 192.168.2.3, 51302): 6
(DNS, 192.168.2.1, 53, 192.168.2.3, 46539): 1
(TCP, 23.235.46.175, 80, 192.168.2.3, 58071): 20
(SSL, 208.117.236.114, 443, 192.168.2.3, 42218): 7
(TCP, 63.117.14.218, 80, 192.168.2.3, 58079): 2
(TCP, 216.58.219.225, 443, 192.168.2.3, 53121): 5
(TCP, 172.229.214.12, 80, 192.168.2.3, 56142): 7
(TCP, 192.168.2.3, 57618, 199.16.156.11, 80): 4
(TCP, 192.168.2.3, 55124, 216.58.219.238, 443): 25
(TCP, 31.13.71.7, 443, 192.168.2.3, 59321): 3
(TCP, 192.168.2.3, 35029, 72.21.211.0, 80): 5
(SSL, 192.168.2.3, 38278, 172.217.4.202, 443): 4
(TCP, 192.168.2.3, 55262, 216.58.219.198, 443): 12
(TCP, 192.168.2.3, 42009, 54.239.22.50, 80): 3
(SSL, 192.168.2.3, 40038, 216.58.219.206, 443): 7
(TCP, 23.235.46.81, 80, 192.168.2.3, 53228): 25
(MEDIA, 54.175.226.36, 80, 192.168.2.3, 44335): 1
(TCP, 192.168.2.3, 54186, 23.203.54.220, 443): 36
(TCP, 174.35.73.99, 80, 192.168.2.3, 56641): 18
(TCP, 216.58.219.193, 443, 192.168.2.3, 37379): 6
(SSL, 172.217.4.66, 443, 192.168.2.3, 53741): 23
(HTTP, 192.168.2.3, 49231, 172.217.4.46, 80): 1
(SSL, 216.58.219.225, 443, 192.168.2.3, 36081): 26
(SSL, 192.168.2.3, 40054, 54.239.22.50, 443): 4
(DNS, 192.168.2.3, 54575, 192.168.2.1, 53): 1
(DATA, 173.194.133.134, 443, 192.168.2.3, 47046): 2
(DNS, 192.168.2.1, 53, 192.168.2.3, 58457): 1
(TCP, 199.166.0.200, 80, 192.168.2.3, 50573): 5
(TCP, 54.243.146.37, 80, 192.168.2.3, 48916): 4
(SSL, 208.80.154.240, 443, 192.168.2.3, 44618): 2173
(DNS, 192.168.2.1, 53, 192.168.2.3, 62622): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 54755): 1
(HTTP, 192.168.2.3, 36132, 31.13.71.7, 80): 1
(TCP, 216.58.219.194, 443, 192.168.2.3, 48149): 3
(TCP, 172.217.4.33, 443, 192.168.2.3, 55000): 4
(HTTP, 192.168.2.3, 38195, 54.240.190.108, 80): 4
(TCP, 157.166.248.229, 80, 192.168.2.3, 58204): 6
(SSL, 216.58.219.194, 443, 192.168.2.3, 48148): 5
(SSL, 172.217.4.33, 443, 192.168.2.3, 60569): 8
(SSL, 172.217.2.10, 443, 192.168.2.3, 43411): 5
(TCP, 192.168.2.3, 43285, 172.229.228.216, 80): 7
(TCP, 192.168.2.3, 38195, 54.240.190.108, 80): 210
(HTTP, 192.168.2.3, 47497, 172.229.233.57, 80): 2
(IMAGE-GIF, 173.192.220.64, 80, 192.168.2.3, 44537): 1
(DNS, 192.168.2.3, 1865, 192.168.2.1, 53): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 16567): 1
(TCP, 192.168.2.3, 38918, 172.229.228.216, 80): 41
(SSL, 192.168.2.3, 46748, 54.239.28.191, 443): 11
(DNS, 192.168.2.3, 33987, 192.168.2.1, 53): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 26920): 1
(SSL, 192.168.2.3, 33986, 216.58.219.238, 443): 11
(SSL, 23.76.218.7, 443, 192.168.2.3, 47416): 5
(TCP, 192.168.2.3, 58182, 157.166.248.229, 80): 6
(TCP, 192.168.2.3, 51218, 216.58.219.206, 443): 219
(TCP, 192.168.2.3, 44273, 172.229.222.233, 443): 22
(TCP, 172.217.4.33, 443, 192.168.2.3, 39161): 6
(HTTP, 192.168.2.3, 45214, 184.26.44.97, 80): 6
(TCP, 199.27.76.73, 80, 192.168.2.3, 59278): 6
(DNS, 192.168.2.1, 53, 192.168.2.3, 59354): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 32391): 1
(SSL, 63.117.14.14, 443, 192.168.2.3, 45841): 8
(SSL, 172.217.2.14, 443, 192.168.2.3, 36725): 225
(SSL, 192.168.2.3, 47224, 52.84.121.108, 443): 3
(TCP, 54.239.22.50, 443, 192.168.2.3, 50188): 3
(TCP, 192.168.2.3, 56142, 172.229.214.12, 80): 8
(SSL, 192.168.2.3, 55057, 172.217.4.46, 443): 2
(TCP, 172.229.228.216, 80, 192.168.2.3, 56348): 70
(SSL, 192.168.2.3, 41084, 172.217.3.2, 443): 13
(DNS, 192.168.2.3, 13967, 192.168.2.1, 53): 1
(HTTP, 54.239.22.50, 80, 192.168.2.3, 42009): 1
(TCP, 192.168.2.3, 41084, 172.217.3.2, 443): 17
(HTTP, 66.235.153.36, 80, 192.168.2.3, 47454): 2
(_WS.MALFORMED, 216.58.219.193, 443, 192.168.2.3, 48639): 3
(DNS, 192.168.2.3, 22322, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 46884, 54.231.49.64, 80): 13
(TCP, 216.58.219.232, 443, 192.168.2.3, 49504): 3
(TCP, 192.168.2.3, 45574, 72.21.81.200, 80): 4
(TCP, 72.21.214.13, 443, 192.168.2.3, 51830): 7
(HTTP, 192.168.2.3, 60349, 77.72.116.213, 80): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 8457): 1
(TCP, 104.20.40.8, 80, 192.168.2.3, 48256): 105
(TCP, 52.84.121.108, 443, 192.168.2.3, 48163): 3
(DNS, 192.168.2.3, 1542, 192.168.2.1, 53): 1
(SSL, 192.168.2.3, 39780, 176.32.103.187, 443): 4
(IMAGE-GIF, 199.16.156.11, 80, 192.168.2.3, 57616): 1
(HTTP, 192.168.2.3, 35400, 54.148.184.23, 80): 1
(TCP, 172.217.4.33, 443, 192.168.2.3, 46615): 6
(SSL, 172.217.3.1, 443, 192.168.2.3, 51489): 5
(DNS, 192.168.2.3, 15337, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 53087, 172.217.4.202, 443): 8
(XML, 172.229.214.12, 80, 192.168.2.3, 56143): 1
(DNS, 192.168.2.3, 2535, 192.168.2.1, 53): 1
(DNS, 192.168.2.3, 61673, 192.168.2.1, 53): 1
(SSL, 216.58.219.206, 443, 192.168.2.3, 50911): 25
(TCP, 216.58.219.206, 443, 192.168.2.3, 55806): 8
(SSL, 207.171.162.130, 443, 192.168.2.3, 58500): 4
(TCP, 192.168.2.3, 45841, 63.117.14.14, 443): 54
(DNS, 192.168.2.3, 49130, 192.168.2.1, 53): 1
(DNS, 192.168.2.3, 16838, 192.168.2.1, 53): 1
(TCP, 72.21.211.0, 80, 192.168.2.3, 35029): 1
(DNS, 192.168.2.3, 4529, 192.168.2.1, 53): 1
(HTTP, 192.168.2.3, 54458, 104.16.23.190, 80): 2
(DNS, 192.168.2.3, 62131, 192.168.2.1, 53): 1
(SSL, 192.168.2.3, 48981, 216.58.219.195, 443): 6
(DNS, 192.168.2.3, 53843, 192.168.2.1, 53): 1
(DNS, 192.168.2.3, 13067, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 41104, 52.84.121.108, 443): 23
(TCP, 192.168.2.3, 40001, 23.21.94.93, 80): 7
(SSL, 31.13.71.36, 443, 192.168.2.3, 50480): 9
(SSL, 192.168.2.3, 51492, 172.217.3.1, 443): 2
(TCP, 192.168.2.3, 44740, 173.194.206.95, 443): 7
(DNS, 192.168.2.3, 54099, 192.168.2.1, 53): 1
(DNS, 192.168.2.3, 33555, 192.168.2.1, 53): 1
(TCP, 172.217.5.14, 443, 192.168.2.3, 44120): 3
(SSL, 192.168.2.3, 35817, 172.217.2.1, 443): 8
(SSL, 23.37.13.125, 443, 192.168.2.3, 42750): 5
(TCP, 63.88.100.139, 80, 192.168.2.3, 37477): 2
(SSL, 192.168.2.3, 52816, 216.58.219.234, 443): 6
(TCP, 192.168.2.3, 52350, 207.171.162.130, 443): 10
(DNS, 192.168.2.1, 53, 192.168.2.3, 58350): 1
(TCP, 172.217.5.10, 443, 192.168.2.3, 59937): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 42980): 1
(SSL, 31.13.71.7, 443, 192.168.2.3, 59321): 4
(DNS, 192.168.2.1, 53, 192.168.2.3, 55648): 1
(HTTP, 192.168.2.3, 52050, 172.217.4.66, 80): 2
(SSL, 192.168.2.3, 44119, 172.217.5.14, 443): 92
(TCP, 192.168.2.3, 39826, 63.117.14.18, 443): 260
(DNS, 192.168.2.3, 12947, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 36706, 212.58.246.93, 80): 5
(DNS, 192.168.2.3, 58350, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 58204, 157.166.248.229, 80): 5
(HTTP, 107.22.217.22, 80, 192.168.2.3, 56330): 1
(SSL, 192.168.2.3, 35730, 172.217.4.46, 443): 4
(SSL, 192.168.2.3, 55312, 137.117.40.85, 443): 4
(TCP, 172.229.228.216, 80, 192.168.2.3, 37104): 5
(SSL, 172.217.3.14, 443, 192.168.2.3, 34892): 277
(SSL, 192.168.2.3, 41779, 172.217.4.46, 443): 4
(DNS, 192.168.2.3, 3690, 192.168.2.1, 53): 1
(SSL, 216.58.219.206, 443, 192.168.2.3, 37359): 81
(HTTP, 192.168.2.3, 32930, 23.235.39.175, 80): 2
(DNS, 192.168.2.1, 53, 192.168.2.3, 9145): 1
(SSL, 192.168.2.3, 50419, 207.171.162.130, 443): 4
(HTTP, 192.168.2.3, 56142, 172.229.214.12, 80): 1
(HTTP, 192.168.2.3, 59274, 199.27.76.73, 80): 12
(TCP, 172.217.2.10, 443, 192.168.2.3, 43411): 3
(DNS, 192.168.2.3, 64644, 192.168.2.1, 53): 1
(SSL, 192.168.2.3, 40045, 54.239.22.50, 443): 12
(SSL, 192.168.2.3, 42776, 52.84.121.108, 443): 3
(TCP, 192.168.2.3, 38836, 23.37.13.125, 80): 8
(SSL, 192.168.2.3, 48481, 138.108.7.20, 443): 4
(DATA-TEXT-LINES, 65.202.58.88, 80, 192.168.2.3, 48206): 1
(HTTP, 192.168.2.3, 52551, 212.58.244.115, 80): 1
(DNS, 192.168.2.3, 60409, 192.168.2.1, 53): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 4249): 1
(SSL, 192.168.2.3, 56593, 199.16.156.232, 443): 2
(IMAGE-JFIF, 184.26.44.104, 80, 192.168.2.3, 50472): 2
(TCP, 172.217.3.10, 443, 192.168.2.3, 38440): 6
(SSL, 192.168.2.3, 45861, 63.117.14.14, 443): 2
(TCP, 192.168.2.3, 60322, 74.125.162.152, 443): 12
(TCP, 172.229.214.12, 80, 192.168.2.3, 56134): 7
(TCP, 192.168.2.3, 54235, 54.239.18.232, 443): 7
(TCP, 54.175.226.36, 80, 192.168.2.3, 44335): 2
(DATA-TEXT-LINES, 172.217.4.66, 80, 192.168.2.3, 52062): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 43807): 1
(DATA-TEXT-LINES, 54.239.26.167, 80, 192.168.2.3, 36878): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 62038): 1
(SSL, 172.217.4.33, 443, 192.168.2.3, 48003): 9
(TCP, 192.168.2.3, 43247, 216.58.219.234, 443): 7
(SSL, 192.168.2.3, 53741, 172.217.4.66, 443): 17
(TCP, 192.168.2.3, 53995, 204.154.110.233, 443): 6
(SSL, 207.171.162.130, 443, 192.168.2.3, 48233): 5
(TCP, 192.168.2.3, 42574, 172.217.2.10, 443): 13
(DNS, 192.168.2.3, 65224, 192.168.2.1, 53): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 1186): 1
(TCP, 216.58.219.238, 443, 192.168.2.3, 37495): 3
(TCP, 216.58.219.195, 443, 192.168.2.3, 48981): 8
(SSL, 172.217.4.33, 443, 192.168.2.3, 55113): 6
(SSL, 173.194.206.95, 443, 192.168.2.3, 44740): 8
(TCP, 184.26.44.97, 80, 192.168.2.3, 45249): 7
(DNS, 192.168.2.3, 64788, 192.168.2.1, 53): 1
(TCP, 204.154.111.224, 443, 192.168.2.3, 52918): 9
(TCP, 172.217.2.13, 443, 192.168.2.3, 60948): 10
(HTTP, 192.168.2.3, 36878, 54.239.26.167, 80): 1
(TCP, 192.168.2.3, 60776, 172.217.1.78, 443): 17
(TCP, 192.168.2.3, 59280, 199.27.76.73, 80): 101
(DNS, 192.168.2.1, 53, 192.168.2.3, 32233): 1
(HTTP, 192.168.2.3, 33772, 172.229.228.216, 80): 1
(DNS, 192.168.2.3, 56089, 192.168.2.1, 53): 1
(SSL, 207.171.162.130, 443, 192.168.2.3, 46189): 4
(SSL, 192.168.2.3, 49504, 216.58.219.232, 443): 3
(SSL, 52.84.121.108, 443, 192.168.2.3, 41110): 6
(TCP, 172.217.4.46, 443, 192.168.2.3, 35730): 5
(TCP, 192.168.2.3, 45304, 172.217.3.2, 80): 22
(TCP, 192.168.2.3, 52799, 204.154.111.224, 443): 9
(IMAGE-JFIF, 172.229.233.57, 80, 192.168.2.3, 47372): 2
(DNS, 192.168.2.3, 43807, 192.168.2.1, 53): 1
(DATA-TEXT-LINES, 64.202.112.13, 80, 192.168.2.3, 33701): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 37007): 1
(TCP, 72.247.8.178, 80, 192.168.2.3, 54148): 77
(TCP, 23.15.8.64, 80, 192.168.2.3, 38985): 54
(TCP, 184.26.44.97, 80, 192.168.2.3, 45250): 81
(DNS, 192.168.2.1, 53, 192.168.2.3, 18041): 1
(URLENCODED-FORM, 192.168.2.3, 58181, 157.166.248.229, 80): 1
(SSL, 172.217.3.1, 443, 192.168.2.3, 51491): 22
(SSL, 192.168.2.3, 52734, 63.117.68.16, 443): 6
(TCP, 192.168.2.3, 57889, 54.239.25.200, 443): 69
(DNS, 192.168.2.1, 53, 192.168.2.3, 11914): 1
(TCP, 54.240.190.108, 80, 192.168.2.3, 58478): 304
(SSL, 54.239.22.50, 443, 192.168.2.3, 40045): 8
(DNS, 192.168.2.1, 53, 192.168.2.3, 30450): 1
(HTTP, 192.168.2.3, 33701, 64.202.112.13, 80): 1
(TCP, 192.168.2.3, 51601, 216.58.219.225, 443): 28
(JSON, 207.171.162.163, 80, 192.168.2.3, 59040): 4
(TCP, 172.217.4.78, 443, 192.168.2.3, 41272): 48
(SSL, 212.58.244.115, 443, 192.168.2.3, 53671): 7
(TCP, 192.168.2.3, 35412, 216.58.219.206, 443): 102
(TCP, 54.239.28.191, 443, 192.168.2.3, 43738): 8
(TCP, 212.58.246.106, 80, 192.168.2.3, 52078): 4
(TCP, 172.217.4.46, 443, 192.168.2.3, 55055): 51
(SSL, 192.168.2.3, 45841, 63.117.14.14, 443): 3
(DNS, 192.168.2.3, 9450, 192.168.2.1, 53): 1
(SSL, 138.108.7.20, 443, 192.168.2.3, 48484): 11
(SSL, 216.58.219.238, 443, 192.168.2.3, 55124): 23
(TCP, 192.168.2.3, 48023, 216.58.219.193, 443): 6
(DNS, 192.168.2.1, 53, 192.168.2.3, 4064): 1
(TCP, 52.86.247.32, 80, 192.168.2.3, 40161): 2
(TCP, 192.168.2.3, 45911, 216.58.219.206, 443): 4
(IMAGE-JFIF, 172.229.228.216, 80, 192.168.2.3, 43285): 1
(SSL, 172.217.4.33, 443, 192.168.2.3, 56259): 5
(TCP, 192.168.2.3, 38835, 23.37.13.125, 80): 10
(IMAGE-GIF, 172.229.214.12, 80, 192.168.2.3, 56135): 1
(DNS, 192.168.2.3, 30159, 192.168.2.1, 53): 1
(SSL, 192.168.2.3, 46806, 216.58.219.225, 443): 4
(TCP, 104.16.107.236, 80, 192.168.2.3, 56564): 3
(SSL, 172.217.5.2, 443, 192.168.2.3, 51119): 19
(SSL, 69.172.216.58, 443, 192.168.2.3, 57861): 4
(HTTP, 192.168.2.3, 52078, 212.58.246.106, 80): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 24559): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 41544): 1
(SSL, 173.194.133.134, 443, 192.168.2.3, 47046): 6
(TCP, 192.168.2.3, 47372, 172.229.233.57, 80): 16
(TCP, 207.171.162.130, 443, 192.168.2.3, 52350): 8
(TCP, 192.168.2.3, 48206, 65.202.58.88, 80): 6
(MEDIA, 74.120.148.195, 80, 192.168.2.3, 47056): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 37573): 1
(SSL, 172.217.4.46, 443, 192.168.2.3, 41779): 65
(SSL, 31.13.71.36, 443, 192.168.2.3, 50556): 9
(TCP, 72.21.211.0, 80, 192.168.2.3, 52886): 3
(SSL, 207.171.162.130, 443, 192.168.2.3, 52350): 4
(TCP, 192.168.2.3, 51493, 172.217.3.1, 443): 15
(SSL, 172.217.3.14, 443, 192.168.2.3, 55061): 2
(DNS, 192.168.2.3, 17506, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 38115, 216.58.219.206, 443): 13
(DNS, 192.168.2.1, 53, 192.168.2.3, 9039): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 52637): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 65114): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 9599): 1
(TCP, 192.168.2.3, 52062, 172.217.4.66, 80): 7
(DNS, 192.168.2.3, 49856, 192.168.2.1, 53): 1
(SSL, 216.58.219.206, 443, 192.168.2.3, 45429): 6
(DNS, 192.168.2.1, 53, 192.168.2.3, 19280): 1
(TCP, 192.168.2.3, 51487, 172.217.3.1, 443): 28
(TCP, 192.168.2.3, 54674, 54.239.25.200, 443): 7
(SSL, 192.168.2.3, 50714, 207.171.162.163, 443): 4
