(highest, src_addr, src_port, dst_addr, dst_port): count
(TCP, 192.168.2.3, 37495, 216.58.219.238, 443): 5
(TCP, 192.168.2.3, 38440, 172.217.3.10, 443): 5
(TCP, 199.166.0.200, 80, 192.168.2.3, 50576): 5
(TCP, 207.171.162.130, 443, 192.168.2.3, 53899): 5
(HTTP, 192.168.2.3, 38824, 23.37.13.125, 80): 2
(SSL, 63.117.14.14, 443, 192.168.2.3, 45863): 86
(TCP, 216.58.219.193, 443, 192.168.2.3, 56234): 4
(SSL, 172.217.5.14, 443, 192.168.2.3, 51629): 6
(TCP, 54.240.190.159, 80, 192.168.2.3, 56889): 8
(TCP, 192.168.2.3, 51489, 172.217.3.1, 443): 10
(DNS, 192.168.2.3, 43247, 192.168.2.1, 53): 1
(HTTP, 192.168.2.3, 55484, 199.27.76.68, 80): 3
(TCP, 148.251.188.8, 80, 192.168.2.3, 33976): 440
(TCP, 173.194.206.95, 443, 192.168.2.3, 44740): 5
(SSL, 192.168.2.3, 41712, 216.58.219.234, 443): 12
(TCP, 192.168.2.3, 44704, 216.58.219.206, 443): 7
(DNS, 192.168.2.3, 63605, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 54200, 23.203.54.220, 443): 7
(TCP, 54.240.190.154, 443, 192.168.2.3, 59179): 8
(DNS, 192.168.2.3, 33980, 192.168.2.1, 53): 1
(DATA, 192.168.2.3, 46295, 74.125.21.188, 5228): 19
(DNS, 192.168.2.3, 56665, 192.168.2.1, 53): 1
(TCP, 207.171.162.163, 80, 192.168.2.3, 49711): 23
(TCP, 216.58.219.206, 443, 192.168.2.3, 59285): 4
(SSL, 192.168.2.3, 36081, 216.58.219.225, 443): 4
(TCP, 192.168.2.3, 57404, 157.166.238.142, 80): 5
(TCP, 192.168.2.3, 37515, 63.88.100.139, 80): 4
(IMAGE-JFIF, 172.229.228.216, 80, 192.168.2.3, 58695): 1
(DNS, 192.168.2.3, 64056, 192.168.2.1, 53): 1
(HTTP, 192.168.2.3, 38274, 207.171.162.163, 80): 4
(HTTP, 192.168.2.3, 51302, 72.21.211.0, 80): 6
(DNS, 192.168.2.3, 58568, 192.168.2.1, 53): 1
(HTTP, 192.168.2.3, 42846, 72.21.211.0, 80): 1
(TCP, 54.236.84.167, 443, 192.168.2.3, 54235): 5
(DNS, 192.168.2.1, 53, 192.168.2.3, 51817): 1
(DNS, 192.168.2.3, 33575, 192.168.2.1, 53): 1
(DNS, 192.168.2.3, 30450, 192.168.2.1, 53): 1
(SSL, 192.168.2.3, 57770, 216.58.219.234, 443): 25
(HTTP, 192.168.2.3, 49646, 72.21.91.8, 80): 1
(SSL, 192.168.2.3, 55055, 172.217.4.46, 443): 77
(URLENCODED-FORM, 192.168.2.3, 42009, 54.239.22.50, 80): 1
(TCP, 192.168.2.3, 52122, 172.217.5.14, 443): 7
(TCP, 192.168.2.3, 49649, 216.58.219.234, 443): 5
(HTTP, 192.168.2.3, 47369, 172.229.233.57, 80): 1
(IMAGE-GIF, 199.16.156.11, 80, 192.168.2.3, 57617): 1
(SSL, 72.21.214.13, 443, 192.168.2.3, 57211): 3
(DNS, 192.168.2.1, 53, 192.168.2.3, 46717): 1
(TCP, 72.21.211.0, 80, 192.168.2.3, 37557): 3
(SSL, 207.171.162.130, 443, 192.168.2.3, 53899): 4
(TCP, 74.201.198.71, 80, 192.168.2.3, 35461): 2
(SSL, 172.217.3.14, 443, 192.168.2.3, 35058): 24
(SSL, 192.168.2.3, 48003, 172.217.4.33, 443): 5
(DNS, 192.168.2.1, 53, 192.168.2.3, 12869): 1
(DNS, 192.168.2.3, 4064, 192.168.2.1, 53): 1
(_WS.MALFORMED, 63.117.14.116, 443, 192.168.2.3, 43052): 1
(DNS, 192.168.2.3, 16871, 192.168.2.1, 53): 1
(TCP, 212.58.244.115, 80, 192.168.2.3, 52551): 4
(TCP, 192.168.2.3, 42482, 216.58.219.206, 443): 10
(SSL, 216.58.219.206, 443, 192.168.2.3, 44704): 4
(DNS, 192.168.2.3, 17545, 192.168.2.1, 53): 1
(TCP, 216.58.219.206, 443, 192.168.2.3, 59724): 6
(MEDIA, 23.235.39.175, 80, 192.168.2.3, 32930): 1
(TCP, 172.229.214.12, 80, 192.168.2.3, 56132): 13
(DATA-TEXT-LINES, 172.229.214.12, 80, 192.168.2.3, 56137): 3
(TCP, 192.168.2.3, 60323, 74.125.162.152, 443): 4
(HTTP, 192.168.2.3, 35039, 54.235.195.128, 80): 3
(DNS, 192.168.2.3, 9599, 192.168.2.1, 53): 1
(SSL, 192.168.2.3, 51489, 172.217.3.1, 443): 2
(DATA-TEXT-LINES, 52.84.125.40, 80, 192.168.2.3, 59200): 1
(HTTP, 192.168.2.3, 59280, 199.27.76.73, 80): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 50005): 1
(TCP, 104.100.160.187, 443, 192.168.2.3, 35860): 5
(TCP, 192.168.2.3, 60349, 77.72.116.213, 80): 7
(DNS, 192.168.2.1, 53, 192.168.2.3, 46747): 1
(SSL, 172.217.3.1, 443, 192.168.2.3, 51484): 47
(TCP, 192.168.2.3, 41039, 92.242.140.21, 80): 5
(TCP, 172.217.2.13, 443, 192.168.2.3, 60943): 4
(TCP, 72.21.211.0, 80, 192.168.2.3, 49045): 2
(SSL, 192.168.2.3, 52385, 216.58.219.234, 443): 4
(DNS, 192.168.2.3, 3049, 192.168.2.1, 53): 1
(TCP, 52.86.247.32, 443, 192.168.2.3, 44273): 4
(SSL, 192.168.2.3, 35859, 104.100.160.187, 443): 3
(TCP, 216.58.219.238, 443, 192.168.2.3, 47607): 6
(URLENCODED-FORM, 192.168.2.3, 58205, 157.166.248.229, 80): 1
(SSL, 216.58.219.194, 443, 192.168.2.3, 48076): 16
(SSL, 204.154.111.224, 443, 192.168.2.3, 52917): 7
(TCP, 192.168.2.3, 33057, 54.239.28.191, 443): 8
(TCP, 216.58.219.194, 443, 192.168.2.3, 48147): 31
(IMAGE-GIF, 54.192.54.206, 80, 192.168.2.3, 48374): 1
(TCP, 64.202.112.13, 80, 192.168.2.3, 33646): 2
(TCP, 192.168.2.3, 41323, 54.240.190.185, 80): 118
(DNS, 192.168.2.3, 52540, 192.168.2.1, 53): 1
(SSL, 192.168.2.3, 43052, 63.117.14.116, 443): 141
(SSL, 216.58.219.206, 443, 192.168.2.3, 59724): 8
(HTTP, 192.168.2.3, 57617, 199.16.156.11, 80): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 64788): 1
(TCP, 216.58.219.238, 443, 192.168.2.3, 56815): 5
(TCP, 192.168.2.3, 55496, 172.217.4.46, 80): 3
(IMAGE-JFIF, 172.229.233.57, 80, 192.168.2.3, 47369): 1
(TCP, 172.217.1.78, 443, 192.168.2.3, 60776): 5
(DNS, 192.168.2.1, 53, 192.168.2.3, 43247): 1
(SSL, 216.58.219.238, 443, 192.168.2.3, 56815): 7
(DNS, 192.168.2.3, 47832, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 59200, 52.84.125.40, 80): 13
(TCP, 192.168.2.3, 52207, 216.58.219.193, 443): 10
(DNS, 192.168.2.1, 53, 192.168.2.3, 60409): 1
(DNS, 192.168.2.3, 46688, 192.168.2.1, 53): 1
(MDNS, 192.168.2.3, 5353, 224.0.0.251, 5353): 30
(DNS, 192.168.2.3, 19280, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 37104, 172.229.228.216, 80): 7
(TCP, 192.168.2.3, 59724, 216.58.219.206, 443): 11
(TCP, 192.168.2.3, 39073, 63.88.100.163, 80): 3
(TCP, 23.235.39.249, 80, 192.168.2.3, 46970): 13
(SSL, 192.168.2.3, 59561, 207.171.162.130, 443): 4
(TCP, 63.88.100.139, 80, 192.168.2.3, 37515): 3
(TCP, 192.168.2.3, 35817, 172.217.2.1, 443): 19
(DNS, 192.168.2.1, 53, 192.168.2.3, 62596): 1
(TCP, 172.229.233.57, 80, 192.168.2.3, 47370): 17
(DNS, 192.168.2.3, 11159, 192.168.2.1, 53): 1
(SSL, 192.168.2.3, 39298, 216.58.219.238, 443): 5
(TCP, 192.168.2.3, 55242, 172.217.5.2, 80): 39
(TCP, 174.35.73.99, 80, 192.168.2.3, 56655): 39
(SSL, 192.168.2.3, 50481, 31.13.71.36, 443): 2
(DNS, 192.168.2.3, 40878, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 41101, 52.84.121.108, 443): 11
(TCP, 192.168.2.3, 54235, 54.236.84.167, 443): 8
(DNS, 192.168.2.1, 53, 192.168.2.3, 22941): 1
(SSL, 216.58.219.206, 443, 192.168.2.3, 59285): 9
(SSL, 192.168.2.3, 48873, 205.251.242.2, 443): 3
(TCP, 192.168.2.3, 51629, 172.217.5.14, 443): 8
(TCP, 172.217.5.14, 443, 192.168.2.3, 53142): 1
(TCP, 54.239.22.50, 443, 192.168.2.3, 40055): 4
(HTTP, 192.168.2.3, 52979, 66.152.183.173, 80): 1
(HTTP, 192.168.2.3, 41286, 54.239.26.167, 80): 1
(TCP, 192.168.2.3, 59274, 199.27.76.73, 80): 62
(SSL, 104.100.150.188, 443, 192.168.2.3, 58650): 4
(MEDIA, 172.229.214.12, 80, 192.168.2.3, 56135): 1
(HTTP, 54.239.22.50, 80, 192.168.2.3, 48328): 1
(TCP, 192.168.2.3, 59321, 31.13.71.7, 443): 8
(TCP, 192.168.2.3, 35592, 176.32.99.133, 443): 8
(TCP, 192.168.2.3, 47367, 172.229.233.57, 80): 8
(_WS.MALFORMED, 157.166.248.229, 80, 192.168.2.3, 58205): 1
(SSL, 192.168.2.3, 35592, 176.32.99.133, 443): 5
(TCP, 207.171.162.130, 443, 192.168.2.3, 51328): 7
(TCP, 172.217.4.46, 80, 192.168.2.3, 49231): 4
(SSL, 63.117.14.14, 443, 192.168.2.3, 45861): 1
(TCP, 192.168.2.3, 60943, 172.217.2.13, 443): 7
(TCP, 172.217.3.1, 443, 192.168.2.3, 51490): 4
(TCP, 172.217.1.78, 443, 192.168.2.3, 43161): 5
(DATA-TEXT-LINES, 54.243.111.133, 80, 192.168.2.3, 49755): 1
(TCP, 63.117.14.14, 443, 192.168.2.3, 45860): 4
(SSL, 192.168.2.3, 53121, 216.58.219.225, 443): 3
(TCP, 192.168.2.3, 51485, 172.217.3.1, 443): 10
(TCP, 192.168.2.3, 48185, 216.58.219.193, 443): 2514
(TCP, 173.194.133.134, 443, 192.168.2.3, 47046): 8
(SSL, 172.217.4.202, 443, 192.168.2.3, 53087): 5
(TCP, 212.58.246.93, 80, 192.168.2.3, 36706): 4
(SSL, 192.168.2.3, 51484, 172.217.3.1, 443): 17
(HTTP, 192.168.2.3, 49045, 72.21.211.0, 80): 1
(TCP, 172.229.214.12, 80, 192.168.2.3, 56137): 172
(SSL, 192.168.2.3, 43411, 172.217.2.10, 443): 2
(TCP, 23.203.54.220, 443, 192.168.2.3, 54186): 27
(SSL, 199.16.156.232, 443, 192.168.2.3, 56593): 5
(_WS.MALFORMED, 172.229.236.200, 443, 192.168.2.3, 48573): 1
(TCP, 192.168.2.3, 60949, 172.217.2.13, 443): 9
(MEDIA, 23.37.13.125, 80, 192.168.2.3, 38835): 1
(TCP, 192.168.2.3, 58824, 52.84.125.76, 80): 8
(TCP, 192.168.2.3, 56592, 199.16.156.232, 443): 8
(TCP, 172.229.214.12, 80, 192.168.2.3, 56153): 16
(HTTP, 192.168.2.3, 52758, 157.166.249.67, 80): 2
(TCP, 176.32.103.187, 443, 192.168.2.3, 39781): 4
(HTTP, 192.168.2.3, 59276, 199.27.76.73, 80): 5
(TCP, 31.13.71.7, 80, 192.168.2.3, 36132): 27
(TCP, 172.217.5.10, 443, 192.168.2.3, 58439): 3
(DNS, 192.168.2.3, 1225, 192.168.2.1, 53): 1
(SSL, 192.168.2.3, 47967, 54.239.25.200, 443): 4
(TCP, 192.168.2.3, 47371, 172.229.233.57, 80): 8
(DNS, 192.168.2.3, 9145, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 48481, 138.108.7.20, 443): 27
(DNS, 192.168.2.1, 53, 192.168.2.3, 29559): 1
(TCP, 192.168.2.3, 59711, 54.239.23.147, 80): 6
(TCP, 192.168.2.3, 59377, 216.58.219.238, 443): 36
(DNS, 192.168.2.1, 53, 192.168.2.3, 19562): 1
(DNS, 192.168.2.3, 31534, 192.168.2.1, 53): 1
(SSL, 216.58.219.234, 443, 192.168.2.3, 52385): 5
(DATA-TEXT-LINES, 50.31.185.39, 80, 192.168.2.3, 59453): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 32956): 1
(TCP, 192.168.2.3, 46295, 74.125.21.188, 5228): 21
(TCP, 192.168.2.3, 36133, 31.13.71.7, 80): 4
(DNS, 192.168.2.1, 53, 192.168.2.3, 2535): 1
(TCP, 172.217.3.14, 443, 192.168.2.3, 55061): 6
(TCP, 52.84.121.108, 443, 192.168.2.3, 41110): 9
(DNS, 192.168.2.3, 24518, 192.168.2.1, 53): 1
(SSL, 207.171.162.130, 443, 192.168.2.3, 51328): 4
(DATA-TEXT-LINES, 157.166.248.229, 80, 192.168.2.3, 58182): 1
(TCP, 192.168.2.3, 57211, 72.21.214.13, 443): 5
(DNS, 192.168.2.1, 53, 192.168.2.3, 40878): 1
(IMAGE-GIF, 54.239.26.167, 80, 192.168.2.3, 58540): 1
(IMAGE-GIF, 138.108.6.20, 80, 192.168.2.3, 57832): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 13967): 1
(HTTP, 72.21.211.0, 80, 192.168.2.3, 52886): 1
(SSL, 216.58.219.194, 443, 192.168.2.3, 48147): 36
(DNS, 192.168.2.1, 53, 192.168.2.3, 58494): 1
(MEDIA, 157.166.249.67, 80, 192.168.2.3, 52758): 2
(SSL, 192.168.2.3, 35724, 104.100.160.187, 443): 4
(TCP, 216.58.219.194, 443, 192.168.2.3, 48076): 13
(SSL, 216.58.219.206, 443, 192.168.2.3, 38115): 12
(TCP, 199.16.156.11, 80, 192.168.2.3, 57618): 3
(HTTP, 192.168.2.3, 43031, 54.240.190.108, 80): 3
(SSL, 52.84.121.108, 443, 192.168.2.3, 41104): 13
(MEDIA, 199.27.76.73, 80, 192.168.2.3, 59275): 1
(SSL, 192.168.2.3, 50906, 172.217.3.14, 443): 4
(SSL, 172.217.5.14, 443, 192.168.2.3, 44119): 293
(SSL, 192.168.2.3, 55061, 172.217.3.14, 443): 4
(HTTP, 192.168.2.3, 50472, 184.26.44.104, 80): 2
(DNS, 192.168.2.3, 50005, 192.168.2.1, 53): 1
(SSL, 216.58.219.234, 443, 192.168.2.3, 52816): 10
(DNS, 192.168.2.1, 53, 192.168.2.3, 24728): 1
(TCP, 172.217.4.46, 443, 192.168.2.3, 55056): 3
(SSL, 207.171.162.130, 443, 192.168.2.3, 56978): 4
(DNS, 192.168.2.3, 46566, 192.168.2.1, 53): 1
(DNS, 192.168.2.3, 4249, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 57616, 199.16.156.11, 80): 4
(DNS, 192.168.2.3, 29002, 192.168.2.1, 53): 1
(TCP, 23.37.13.125, 443, 192.168.2.3, 42751): 3
(TCP, 192.168.2.3, 59279, 199.27.76.73, 80): 50
(DNS, 192.168.2.1, 53, 192.168.2.3, 33609): 1
(DATA-TEXT-LINES, 23.15.8.67, 80, 192.168.2.3, 34289): 1
(SSL, 192.168.2.3, 55262, 216.58.219.198, 443): 7
(SSL, 172.217.2.13, 443, 192.168.2.3, 60942): 5
(DNS, 192.168.2.3, 24728, 192.168.2.1, 53): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 9168): 1
(SSL, 192.168.2.3, 54623, 172.217.3.10, 443): 19
(TCP, 192.168.2.3, 48148, 216.58.219.194, 443): 9
(MEDIA, 23.37.13.125, 80, 192.168.2.3, 38824): 2
(TCP, 192.168.2.3, 49711, 207.171.162.163, 80): 25
(DNS, 192.168.2.1, 53, 192.168.2.3, 2463): 1
(DNS, 192.168.2.3, 29121, 192.168.2.1, 53): 1
(HTTP, 54.243.146.37, 80, 192.168.2.3, 49016): 1
(DNS, 192.168.2.3, 1782, 192.168.2.1, 53): 1
(HTTP, 199.27.76.73, 80, 192.168.2.3, 59291): 1
(SSL, 192.168.2.3, 59724, 216.58.219.206, 443): 4
(SSL, 104.100.160.187, 443, 192.168.2.3, 35724): 6
(TCP, 23.23.172.6, 80, 192.168.2.3, 46325): 2
(DNS, 192.168.2.1, 53, 192.168.2.3, 36076): 1
(TCP, 172.217.4.46, 443, 192.168.2.3, 39813): 2
(DATA-TEXT-LINES, 176.32.103.187, 80, 192.168.2.3, 57887): 2
(TCP, 192.168.2.3, 55318, 172.217.5.2, 80): 3
(HTTP, 192.168.2.3, 35016, 52.33.219.196, 80): 1
(TCP, 172.217.1.67, 443, 192.168.2.3, 58484): 1
(IMAGE-GIF, 54.239.26.167, 80, 192.168.2.3, 36878): 1
(SSL, 54.239.24.226, 443, 192.168.2.3, 36431): 7
(SSL, 52.84.121.108, 443, 192.168.2.3, 42776): 7
(HTTP, 192.168.2.3, 59293, 199.27.76.73, 80): 1
(SSL, 192.168.2.3, 37379, 216.58.219.193, 443): 9
(HTTP, 192.168.2.3, 34090, 216.58.219.198, 80): 1
(TCP, 192.168.2.3, 53899, 207.171.162.130, 443): 7
(DNS, 192.168.2.3, 42588, 192.168.2.1, 53): 1
(TCP, 216.58.219.238, 443, 192.168.2.3, 53989): 6
(TCP, 192.168.2.3, 44591, 52.84.125.76, 80): 13
(TCP, 192.168.2.3, 40032, 52.86.247.32, 80): 4
(DNS, 192.168.2.1, 53, 192.168.2.3, 7962): 1
(TCP, 192.168.2.3, 59290, 199.27.76.73, 80): 52
(TCP, 173.192.220.64, 80, 192.168.2.3, 44537): 5
(TCP, 199.166.0.200, 80, 192.168.2.3, 50575): 5
(TCP, 192.168.2.3, 46325, 23.23.172.6, 80): 4
(HTTP, 192.168.2.3, 58071, 23.235.46.175, 80): 2
(SSL, 54.239.22.50, 443, 192.168.2.3, 40054): 3
(DNS, 192.168.2.1, 53, 192.168.2.3, 39223): 1
(TCP, 192.168.2.3, 48147, 216.58.219.194, 443): 29
(TCP, 172.217.4.46, 80, 192.168.2.3, 55496): 2
(DNS, 192.168.2.3, 2027, 192.168.2.1, 53): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 1865): 1
(TCP, 172.217.3.14, 443, 192.168.2.3, 34880): 8
(SSL, 192.168.2.3, 44441, 72.21.91.66, 443): 4
(TCP, 192.168.2.3, 35859, 104.100.160.187, 443): 4
(SSL, 192.168.2.3, 46189, 207.171.162.130, 443): 4
(HTTP, 192.168.2.3, 38756, 23.37.13.125, 80): 2
(SSL, 192.168.2.3, 55784, 216.58.219.206, 443): 4
(SSL, 192.168.2.3, 44875, 207.171.162.130, 443): 4
(IMAGE-JFIF, 72.247.8.178, 80, 192.168.2.3, 54148): 1
(DNS, 192.168.2.3, 24559, 192.168.2.1, 53): 1
(SSL, 192.168.2.3, 51488, 172.217.3.1, 443): 2
(TCP, 192.168.2.3, 40386, 207.171.162.130, 443): 7
(TCP, 192.168.2.3, 45381, 172.217.3.2, 80): 3
(BOOTP, 0.0.0.0, 68, 255.255.255.255, 67): 136
(DNS, 192.168.2.1, 53, 192.168.2.3, 65046): 1
(SSL, 192.168.2.3, 34880, 172.217.3.14, 443): 6
(TCP, 52.84.121.108, 443, 192.168.2.3, 54310): 5
(IMAGE-GIF, 172.217.3.2, 80, 192.168.2.3, 45304): 1
(SSL, 192.168.2.3, 56234, 216.58.219.193, 443): 3
(DNS, 192.168.2.3, 22941, 192.168.2.1, 53): 1
(TCP, 184.26.44.104, 80, 192.168.2.3, 50491): 10
(DNS, 192.168.2.3, 42980, 192.168.2.1, 53): 1
(DNS, 192.168.2.3, 7962, 192.168.2.1, 53): 1
(DATA, 174.35.73.99, 80, 192.168.2.3, 56641): 1
(DNS, 192.168.2.3, 44844, 192.168.2.1, 53): 1
(TCP, 172.229.233.57, 80, 192.168.2.3, 47372): 14
(MEDIA, 192.168.2.3, 58224, 54.239.28.191, 80): 1
(TCP, 192.168.2.3, 46605, 74.119.118.67, 443): 6
(DNS, 192.168.2.1, 53, 192.168.2.3, 28036): 1
(TCP, 54.240.190.134, 80, 192.168.2.3, 41514): 1
(TCP, 199.27.76.73, 80, 192.168.2.3, 59293): 36
(HTTP, 192.168.2.3, 47372, 172.229.233.57, 80): 2
(TCP, 192.168.2.3, 44121, 172.217.5.14, 443): 9
(TCP, 192.168.2.3, 43161, 172.217.1.78, 443): 8
(TCP, 192.168.2.3, 49016, 54.243.146.37, 80): 6
(DNS, 192.168.2.1, 53, 192.168.2.3, 11679): 1
(TCP, 74.201.198.71, 80, 192.168.2.3, 35462): 2
(TCP, 192.168.2.3, 59179, 54.240.190.154, 443): 12
(DNS, 192.168.2.1, 53, 192.168.2.3, 22322): 1
(SSL, 192.168.2.3, 48150, 216.58.219.194, 443): 2
(SSL, 199.16.156.232, 443, 192.168.2.3, 56592): 11
(TCP, 192.168.2.3, 39780, 176.32.103.187, 443): 8
(TCP, 192.168.2.3, 36111, 31.13.71.7, 80): 47
(TCP, 31.13.71.36, 443, 192.168.2.3, 50480): 6
(HTTP, 192.168.2.3, 40936, 52.85.90.226, 80): 3
(TCP, 172.217.3.1, 443, 192.168.2.3, 51487): 12
(HTTP, 92.242.140.21, 80, 192.168.2.3, 41039): 1
(SSL, 172.217.4.66, 443, 192.168.2.3, 53760): 29
(TCP, 192.168.2.3, 52917, 204.154.111.224, 443): 6
(TCP, 192.168.2.3, 59293, 199.27.76.73, 80): 37
(HTTP, 192.168.2.3, 43285, 172.229.228.216, 80): 1
(TCP, 64.202.112.13, 80, 192.168.2.3, 33658): 2
(DATA-TEXT-LINES, 172.229.214.12, 80, 192.168.2.3, 56134): 1
(HTTP, 192.168.2.3, 48916, 54.243.146.37, 80): 1
(TCP, 192.168.2.3, 60948, 172.217.2.13, 443): 15
(TCP, 23.203.54.220, 443, 192.168.2.3, 54200): 5
(SSL, 192.168.2.3, 42070, 172.217.4.202, 443): 10
(SSL, 172.217.3.1, 443, 192.168.2.3, 51493): 14
(HTTP, 192.168.2.3, 35461, 74.201.198.71, 80): 1
(SSL, 172.217.3.1, 443, 192.168.2.3, 51487): 33
(TCP, 192.168.2.3, 32930, 23.235.39.175, 80): 48
(HTTP, 72.21.211.0, 80, 192.168.2.3, 42846): 1
(SSL, 192.168.2.3, 35829, 54.244.225.107, 443): 7
(HTTP, 212.58.244.115, 80, 192.168.2.3, 52551): 1
(TCP, 176.32.103.187, 443, 192.168.2.3, 45475): 3
(IMAGE-GIF, 63.88.100.154, 80, 192.168.2.3, 43301): 1
(SSL, 216.58.219.193, 443, 192.168.2.3, 37873): 3
(SSL, 216.58.219.234, 443, 192.168.2.3, 34179): 43
(SSL, 192.168.2.3, 34880, 172.217.4.38, 443): 2
(TCP, 192.168.2.3, 56600, 216.58.219.206, 443): 11
(HTTP, 192.168.2.3, 59290, 199.27.76.73, 80): 2
(SSL, 192.168.2.3, 55286, 172.217.4.33, 443): 3
(HTTP, 192.168.2.3, 41038, 92.242.140.21, 80): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 21959): 1
(TCP, 199.27.76.73, 80, 192.168.2.3, 59292): 35
(SSL, 192.168.2.3, 37003, 23.56.91.247, 443): 3
(HTTP, 192.168.2.3, 59279, 199.27.76.73, 80): 2
(SSL, 192.168.2.3, 36179, 172.217.5.14, 443): 5
(SSL, 52.84.121.108, 443, 192.168.2.3, 54310): 7
(IMAGE-JFIF, 128.118.155.211, 80, 192.168.2.3, 40399): 1
(TCP, 192.168.2.3, 53670, 212.58.244.115, 443): 9
(SSL, 192.168.2.3, 59377, 216.58.219.238, 443): 3
(SSL, 192.168.2.3, 47046, 173.194.133.134, 443): 3
(TCP, 192.168.2.3, 40056, 54.239.22.50, 443): 6
(DNS, 192.168.2.1, 53, 192.168.2.3, 54099): 1
(IMAGE-GIF, 212.58.246.106, 80, 192.168.2.3, 52078): 1
(IMAGE-JFIF, 184.26.44.104, 80, 192.168.2.3, 50490): 2
(DNS, 192.168.2.1, 53, 192.168.2.3, 60109): 1
(TCP, 172.217.4.33, 443, 192.168.2.3, 60569): 4
(HTTP, 192.168.2.3, 35029, 72.21.211.0, 80): 3
(TCP, 216.58.219.225, 443, 192.168.2.3, 41713): 4
(TCP, 72.21.211.0, 80, 192.168.2.3, 52815): 3
(TCP, 172.217.4.66, 443, 192.168.2.3, 53760): 22
(DATA-TEXT-LINES, 64.202.112.13, 80, 192.168.2.3, 33689): 1
(TCP, 157.166.238.142, 80, 192.168.2.3, 57404): 4
(SSL, 172.217.1.78, 443, 192.168.2.3, 53520): 6
(SSL, 216.58.219.238, 443, 192.168.2.3, 53989): 9
(TCP, 192.168.2.3, 35462, 74.201.198.71, 80): 3
(TCP, 192.168.2.3, 47606, 216.58.219.238, 443): 31
(DNS, 192.168.2.3, 10351, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 55806, 216.58.219.206, 443): 5
(TCP, 212.58.244.115, 443, 192.168.2.3, 53671): 5
(DNS, 192.168.2.3, 59872, 192.168.2.1, 53): 1
(TCP, 172.217.2.10, 443, 192.168.2.3, 42574): 9
(TCP, 216.58.219.206, 443, 192.168.2.3, 40693): 3
(SSL, 192.168.2.3, 36665, 54.239.25.192, 443): 3
(MEDIA, 54.231.49.64, 80, 192.168.2.3, 46884): 1
(DNS, 192.168.2.3, 42810, 192.168.2.1, 53): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 43393): 1
(TCP, 216.58.219.206, 443, 192.168.2.3, 52938): 7
(HTTP, 192.168.2.3, 43301, 63.88.100.154, 80): 1
(SSL, 192.168.2.3, 51958, 216.58.219.206, 443): 3
(DATA-TEXT-LINES, 52.84.125.76, 80, 192.168.2.3, 58824): 6
(TCP, 216.58.219.206, 443, 192.168.2.3, 42482): 5
(TCP, 184.26.44.104, 80, 192.168.2.3, 50527): 5
(TCP, 192.168.2.3, 39313, 54.239.21.217, 443): 10
(TCP, 192.168.2.3, 58071, 23.235.46.175, 80): 20
(SSL, 192.168.2.3, 37495, 216.58.219.238, 443): 3
(DNS, 192.168.2.3, 9347, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 45862, 63.117.14.14, 443): 5
(TCP, 199.16.156.232, 443, 192.168.2.3, 56592): 4
(SSL, 216.58.219.206, 443, 192.168.2.3, 50275): 7
(TCP, 52.33.219.196, 80, 192.168.2.3, 35016): 4
(SSL, 172.217.2.14, 443, 192.168.2.3, 34085): 39
(SSL, 23.38.106.99, 443, 192.168.2.3, 46855): 5
(TCP, 192.168.2.3, 54458, 104.16.23.190, 80): 27
(SSL, 192.168.2.3, 47224, 216.58.219.193, 443): 3
(TCP, 199.27.76.73, 80, 192.168.2.3, 59424): 18
(TCP, 192.168.2.3, 39827, 63.117.14.18, 443): 109
(TCP, 192.168.2.3, 58372, 216.58.219.225, 443): 233
(SSL, 207.171.162.130, 443, 192.168.2.3, 56884): 4
(SSL, 216.58.219.206, 443, 192.168.2.3, 35340): 4
(HTTP, 192.168.2.3, 45326, 184.26.44.97, 80): 1
(HTTP, 192.168.2.3, 47371, 172.229.233.57, 80): 1
(DNS, 192.168.2.3, 31183, 192.168.2.1, 53): 1
(SSL, 192.168.2.3, 34179, 216.58.219.234, 443): 22
(DNS, 192.168.2.3, 16567, 192.168.2.1, 53): 1
(SSL, 192.168.2.3, 51380, 216.58.219.193, 443): 3
(SSL, 192.168.2.3, 41713, 216.58.219.225, 443): 6
(TCP, 172.217.3.1, 443, 192.168.2.3, 51493): 12
(TCP, 66.152.183.173, 80, 192.168.2.3, 52979): 76
(TCP, 216.58.219.230, 443, 192.168.2.3, 38756): 12
(SSL, 172.217.4.33, 443, 192.168.2.3, 35886): 3
