(highest, src_addr, src_port, dst_addr, dst_port): count
(SSL, 104.64.50.50, 443, 192.168.2.3, 42049): 6
(TCP, 216.58.219.206, 80, 192.168.2.3, 43320): 5
(SSL, 204.154.110.236, 443, 192.168.2.3, 39938): 4
(MEDIA, 184.26.44.97, 80, 192.168.2.3, 56304): 1
(TCP, 192.168.2.3, 47872, 172.229.233.57, 80): 6
(TCP, 192.168.2.3, 39765, 64.202.112.8, 80): 4
(SSL, 60.199.250.49, 443, 192.168.2.3, 60401): 5
(SSL, 173.241.250.143, 443, 192.168.2.3, 35683): 5
(DNS, 192.168.2.1, 53, 192.168.2.3, 16992): 1
(PNG, 184.26.44.95, 80, 192.168.2.3, 57124): 1
(PNG, 184.26.44.95, 80, 192.168.2.3, 47138): 1
(SSL, 192.168.2.3, 40134, 54.235.140.195, 443): 3
(TCP, 192.168.2.3, 41143, 72.21.203.106, 443): 13
(DNS, 192.168.2.3, 58387, 192.168.2.1, 53): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 55888): 1
(SSL, 104.64.50.50, 443, 192.168.2.3, 42050): 5
(DNS, 192.168.2.3, 30037, 192.168.2.1, 53): 1
(DNS, 192.168.2.3, 10028, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 55293, 52.9.92.185, 80): 8
(TCP, 192.168.2.3, 37277, 54.239.28.191, 80): 9
(TCP, 23.37.13.125, 80, 192.168.2.3, 39150): 8
(TCP, 176.32.103.187, 443, 192.168.2.3, 40112): 5
(DATA-TEXT-LINES, 64.202.112.8, 80, 192.168.2.3, 39724): 1
(TCP, 172.217.1.66, 80, 192.168.2.3, 51981): 4
(TCP, 172.229.233.57, 80, 192.168.2.3, 47639): 13
(TCP, 172.217.1.66, 443, 192.168.2.3, 54814): 25
(MEDIA, 157.166.249.67, 80, 192.168.2.3, 53072): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 18728): 1
(TCP, 192.168.2.3, 55001, 23.32.169.226, 80): 27
(DNS, 192.168.2.3, 33173, 192.168.2.1, 53): 1
(TCP, 216.58.219.205, 443, 192.168.2.3, 35676): 9
(TCP, 192.168.2.3, 46234, 172.217.2.14, 443): 32
(SSL, 192.168.2.3, 42345, 216.58.219.193, 443): 3
(SSL, 192.168.2.3, 42116, 72.21.203.106, 443): 4
(PNG, 23.76.235.161, 80, 192.168.2.3, 44531): 1
(TCP, 72.21.203.106, 443, 192.168.2.3, 41143): 11
(TCP, 216.58.219.226, 80, 192.168.2.3, 55311): 2
(DATA-TEXT-LINES, 216.58.219.194, 80, 192.168.2.3, 35324): 1
(SSL, 23.76.218.7, 443, 192.168.2.3, 57614): 5
(TCP, 192.168.2.3, 53230, 204.154.111.224, 443): 8
(TCP, 23.76.230.150, 443, 192.168.2.3, 36000): 3
(TCP, 173.241.250.143, 443, 192.168.2.3, 35649): 4
(DATA-TEXT-LINES, 74.119.118.100, 80, 192.168.2.3, 55990): 3
(SSL, 192.168.2.3, 55357, 172.217.4.46, 443): 2
(TCP, 172.217.5.14, 443, 192.168.2.3, 44405): 8
(DATA-TEXT-LINES, 8.43.72.22, 80, 192.168.2.3, 42806): 1
(TCP, 192.168.2.3, 56507, 172.229.214.12, 80): 172
(SSL, 172.217.4.74, 443, 192.168.2.3, 53163): 29
(SSL, 23.235.39.98, 443, 192.168.2.3, 43020): 5
(TCP, 192.168.2.3, 43287, 172.217.2.14, 443): 9
(HTTP, 192.168.2.3, 44530, 23.76.235.161, 80): 2
(TCP, 173.194.208.239, 443, 192.168.2.3, 39996): 1
(SSL, 173.241.250.143, 443, 192.168.2.3, 35694): 5
(DNS, 192.168.2.1, 53, 192.168.2.3, 24861): 1
(DNS, 192.168.2.3, 6258, 192.168.2.1, 53): 1
(SSL, 72.21.194.207, 443, 192.168.2.3, 51741): 4
(SSL, 192.168.2.3, 47812, 54.239.28.191, 443): 9
(TCP, 192.168.2.3, 35998, 23.76.230.150, 443): 7
(DNS, 192.168.2.3, 17379, 192.168.2.1, 53): 1
(DATA-TEXT-LINES, 72.247.10.49, 80, 192.168.2.3, 53736): 1
(TCP, 216.58.219.194, 80, 192.168.2.3, 35324): 2
(SSL, 192.168.2.3, 56539, 172.217.2.2, 443): 11
(DNS, 192.168.2.1, 53, 192.168.2.3, 40646): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 37792): 1
(TCP, 192.168.2.3, 53826, 52.84.121.209, 443): 10
(DATA-TEXT-LINES, 157.166.249.204, 80, 192.168.2.3, 55401): 1
(TCP, 192.168.2.3, 44621, 172.217.5.14, 443): 7
(TCP, 192.168.2.3, 35190, 216.58.219.206, 443): 10
(_WS.MALFORMED, 192.168.2.3, 33064, 216.58.219.226, 443): 1
(TCP, 192.168.2.3, 42342, 72.21.194.207, 443): 8
(TCP, 192.168.2.3, 47812, 54.239.28.191, 443): 8
(DNS, 192.168.2.1, 53, 192.168.2.3, 39362): 1
(TCP, 72.21.215.54, 80, 192.168.2.3, 38707): 4
(TCP, 192.168.2.3, 35630, 72.21.194.207, 443): 6
(HTTP, 192.168.2.3, 43342, 52.2.146.27, 80): 1
(TCP, 192.168.2.3, 50633, 72.21.194.207, 443): 9
(TCP, 157.166.249.67, 80, 192.168.2.3, 53070): 3
(DNS, 192.168.2.1, 53, 192.168.2.3, 54848): 1
(HTTP, 192.168.2.3, 57919, 199.16.156.11, 80): 1
(SSL, 31.13.71.36, 443, 192.168.2.3, 50864): 13
(SSL, 54.239.25.208, 443, 192.168.2.3, 47397): 7
(SSL, 192.168.2.3, 42051, 104.64.50.50, 443): 3
(TCP, 50.16.192.144, 443, 192.168.2.3, 42739): 4
(TCP, 54.225.221.119, 443, 192.168.2.3, 53349): 40
(TCP, 192.168.2.3, 50521, 138.108.7.20, 80): 5
(TCP, 192.168.2.3, 50684, 69.172.216.111, 443): 7
(SSL, 63.117.14.27, 443, 192.168.2.3, 38990): 381
(DNS, 192.168.2.1, 53, 192.168.2.3, 4177): 1
(HTTP, 192.168.2.3, 56505, 172.229.214.12, 80): 1
(DNS, 192.168.2.3, 33301, 192.168.2.1, 53): 1
(TCP, 54.225.221.119, 443, 192.168.2.3, 53361): 33
(TCP, 172.217.2.2, 443, 192.168.2.3, 56616): 10
(DNS, 192.168.2.1, 53, 192.168.2.3, 23238): 1
(_WS.MALFORMED, 63.117.68.16, 443, 192.168.2.3, 53075): 1
(TCP, 192.168.2.3, 55401, 157.166.249.204, 80): 5
(IMAGE-JFIF, 54.240.190.61, 80, 192.168.2.3, 35660): 1
(TCP, 192.168.2.3, 60810, 52.84.121.209, 443): 5
(IMAGE-GIF, 176.32.103.187, 80, 192.168.2.3, 45169): 1
(HTTP, 172.229.210.55, 80, 192.168.2.3, 35696): 1
(IMAGE-JFIF, 63.88.100.138, 80, 192.168.2.3, 44512): 1
(SSL, 172.217.2.14, 443, 192.168.2.3, 43287): 6
(DNS, 192.168.2.3, 18728, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 40112, 176.32.103.187, 443): 9
(TCP, 192.168.2.3, 55357, 172.217.4.46, 443): 9
(TCP, 192.168.2.3, 58488, 54.225.222.117, 443): 11
(MEDIA, 184.26.44.97, 80, 192.168.2.3, 41236): 1
(TCP, 184.26.44.97, 80, 192.168.2.3, 50693): 6
(SSL, 192.168.2.3, 43422, 54.239.22.50, 443): 3
(XML, 107.20.225.87, 80, 192.168.2.3, 52081): 1
(SSL, 192.168.2.3, 37183, 54.239.28.191, 443): 7
(TCP, 54.235.140.195, 443, 192.168.2.3, 40134): 5
(DNS, 192.168.2.1, 53, 192.168.2.3, 19727): 1
(SSL, 52.84.121.209, 443, 192.168.2.3, 58745): 7
(SSL, 192.168.2.3, 49027, 172.217.5.14, 443): 3
(HTTP, 192.168.2.3, 54891, 212.58.246.212, 80): 1
(TCP, 54.84.27.26, 443, 192.168.2.3, 45879): 6
(_WS.MALFORMED, 157.166.249.204, 80, 192.168.2.3, 55421): 1
(TCP, 172.217.2.14, 443, 192.168.2.3, 46082): 6
(TCP, 23.37.13.125, 443, 192.168.2.3, 43062): 3
(DNS, 192.168.2.3, 10753, 192.168.2.1, 53): 1
(HTTP, 192.168.2.3, 47641, 172.229.233.57, 80): 3
(TCP, 23.246.7.149, 80, 192.168.2.3, 55233): 2623
(DNS, 192.168.2.1, 53, 192.168.2.3, 24100): 1
(TCP, 172.217.2.14, 443, 192.168.2.3, 50926): 30
(TCP, 54.239.22.240, 80, 192.168.2.3, 52470): 2
(SSL, 192.168.2.3, 51230, 172.217.2.14, 443): 3
(DNS, 192.168.2.1, 53, 192.168.2.3, 3501): 1
(SSL, 192.168.2.3, 37799, 54.239.22.240, 443): 2
(JSON, 54.239.23.139, 80, 192.168.2.3, 53179): 3
(SSL, 216.58.219.193, 443, 192.168.2.3, 42345): 3
(SSL, 192.168.2.3, 53089, 63.117.68.16, 443): 6
(JSON, 54.239.23.139, 80, 192.168.2.3, 41579): 3
(DNS, 192.168.2.3, 30182, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 48183, 172.217.4.33, 443): 11
(HTTP, 192.168.2.3, 52032, 157.166.239.38, 80): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 58387): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 2650): 1
(TCP, 192.168.2.3, 52719, 23.67.250.122, 80): 22
(HTTP, 192.168.2.3, 55311, 216.58.219.226, 80): 1
(HTTP, 192.168.2.3, 50891, 54.239.22.240, 80): 1
(IMAGE-JFIF, 23.67.250.122, 80, 192.168.2.3, 52720): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 53122): 1
(TCP, 192.168.2.3, 56130, 172.217.5.14, 443): 5
(DNS, 192.168.2.3, 10237, 192.168.2.1, 53): 1
(SSL, 192.168.2.3, 43738, 50.17.199.221, 443): 6
(DNS, 192.168.2.1, 53, 192.168.2.3, 23726): 1
(TCP, 192.168.2.3, 57830, 54.192.54.253, 80): 5
(TCP, 192.168.2.3, 56458, 172.229.214.12, 80): 196
(TCP, 173.194.63.71, 443, 192.168.2.3, 58531): 8
(TCP, 173.241.250.143, 443, 192.168.2.3, 35695): 1
(TCP, 72.21.215.54, 80, 192.168.2.3, 33150): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 50187): 1
(TCP, 192.168.2.3, 46273, 184.26.44.96, 80): 34
(SSL, 192.168.2.3, 48530, 199.16.156.105, 443): 7
(TCP, 192.168.2.3, 55402, 157.166.249.204, 80): 5
(TCP, 192.168.2.3, 35677, 216.58.219.205, 443): 9
(HTTP, 192.168.2.3, 38561, 54.240.190.61, 80): 6
(DNS, 192.168.2.3, 51766, 192.168.2.1, 53): 1
(TCP, 63.117.68.16, 443, 192.168.2.3, 53094): 3235
(DATA-TEXT-LINES, 23.235.46.73, 80, 192.168.2.3, 57605): 1
(SSL, 199.16.156.105, 443, 192.168.2.3, 48528): 5
(DNS, 192.168.2.3, 65002, 192.168.2.1, 53): 1
(SSL, 68.67.176.132, 443, 192.168.2.3, 33758): 1
(TCP, 216.58.219.202, 443, 192.168.2.3, 42187): 12
(SSL, 192.168.2.3, 53075, 63.117.68.16, 443): 41
(TCP, 176.32.103.187, 443, 192.168.2.3, 60486): 5
(DATA, 216.58.219.206, 443, 192.168.2.3, 55251): 1
(TCP, 172.217.2.14, 443, 192.168.2.3, 39556): 4
(TCP, 176.32.103.187, 80, 192.168.2.3, 34589): 21
(TCP, 192.168.2.3, 55422, 157.166.249.204, 80): 4
(TCP, 192.168.2.3, 39505, 46.236.9.36, 80): 4
(SSL, 216.58.219.198, 443, 192.168.2.3, 55697): 68
(SSL, 172.217.5.14, 443, 192.168.2.3, 36038): 10
(DNS, 192.168.2.1, 53, 192.168.2.3, 29857): 1
(TCP, 72.247.10.49, 80, 192.168.2.3, 53737): 2
(DNS, 192.168.2.3, 24100, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 53260, 66.152.183.173, 80): 5
(TCP, 192.168.2.3, 46189, 23.21.214.118, 443): 12
(TCP, 192.168.2.3, 54966, 216.58.219.193, 443): 5
(HTTP, 192.168.2.3, 37838, 184.26.44.97, 80): 1
(IMAGE-JFIF, 216.58.219.198, 80, 192.168.2.3, 34469): 1
(DNS, 192.168.2.3, 1688, 192.168.2.1, 53): 1
(HTTP, 192.168.2.3, 55605, 23.32.169.226, 80): 1
(DNS, 192.168.2.3, 48298, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 35324, 216.58.219.194, 80): 3
(SSL, 172.217.5.14, 443, 192.168.2.3, 44621): 11
(SSL, 192.168.2.3, 46086, 216.58.219.195, 443): 6
(SSL, 216.58.219.202, 443, 192.168.2.3, 48495): 5
(DNS, 192.168.2.3, 45026, 192.168.2.1, 53): 1
(DNS, 192.168.2.3, 47077, 192.168.2.1, 53): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 42465): 1
(TCP, 192.168.2.3, 56615, 172.217.2.2, 443): 9
(MEDIA, 199.27.76.68, 80, 192.168.2.3, 55755): 4
(SSL, 192.168.2.3, 35684, 173.241.250.143, 443): 2
(TCP, 172.217.2.1, 80, 192.168.2.3, 44520): 8
(TCP, 192.168.2.3, 38375, 108.175.43.135, 80): 8
(TCP, 23.37.29.165, 80, 192.168.2.3, 43585): 2
(TCP, 192.168.2.3, 47162, 54.84.218.80, 443): 9
(DNS, 192.168.2.3, 48697, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 35966, 172.217.5.1, 443): 22
(SSL, 172.217.5.14, 443, 192.168.2.3, 44419): 32
(DNS, 192.168.2.1, 53, 192.168.2.3, 62054): 1
(DNS, 192.168.2.3, 54000, 192.168.2.1, 53): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 22704): 1
(SSL, 54.239.17.7, 443, 192.168.2.3, 50989): 9
(SSL, 72.21.203.106, 443, 192.168.2.3, 45724): 3
(DNS, 192.168.2.3, 9394, 192.168.2.1, 53): 1
(TCP, 184.26.44.104, 80, 192.168.2.3, 50795): 33
(TCP, 192.168.2.3, 35660, 54.240.190.61, 80): 116
(DNS, 192.168.2.1, 53, 192.168.2.3, 4739): 1
(SSL, 172.217.5.6, 443, 192.168.2.3, 56767): 25
(DNS, 192.168.2.3, 49851, 192.168.2.1, 53): 1
(SSL, 192.168.2.3, 58187, 107.20.225.87, 443): 5
(SSL, 63.117.68.16, 443, 192.168.2.3, 53080): 1
(TCP, 216.58.219.193, 80, 192.168.2.3, 56681): 2
(TCP, 192.168.2.3, 44531, 23.76.235.161, 80): 16
(DNS, 192.168.2.3, 1796, 192.168.2.1, 53): 1
(SSL, 54.243.185.237, 443, 192.168.2.3, 54686): 23
(DNS, 192.168.2.3, 42596, 192.168.2.1, 53): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 33836): 1
(SSL, 216.58.219.227, 443, 192.168.2.3, 34175): 8
(DNS, 192.168.2.1, 53, 192.168.2.3, 2925): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 43333): 1
(SSL, 216.58.219.206, 443, 192.168.2.3, 45796): 2
(TCP, 192.168.2.3, 56679, 216.58.219.193, 80): 4
(DNS, 192.168.2.1, 53, 192.168.2.3, 53387): 1
(TCP, 192.168.2.3, 45169, 176.32.103.187, 80): 5
(DNS, 192.168.2.1, 53, 192.168.2.3, 26693): 1
(HTTP, 192.168.2.3, 55234, 23.246.7.149, 80): 1
(SSL, 192.168.2.3, 49761, 216.58.219.193, 443): 3
(TCP, 23.37.29.165, 80, 192.168.2.3, 43582): 2
(TCP, 192.168.2.3, 51443, 172.217.3.8, 443): 6
(TCP, 216.58.219.193, 443, 192.168.2.3, 33283): 4
(SSL, 192.168.2.3, 54813, 172.217.1.66, 443): 32
(IMAGE-GIF, 172.217.2.6, 80, 192.168.2.3, 56606): 1
(SSL, 192.168.2.3, 57240, 72.21.194.207, 443): 4
(TCP, 192.168.2.3, 55232, 23.246.7.149, 80): 931
(TCP, 192.168.2.3, 44556, 54.239.27.48, 80): 6
(TCP, 192.168.2.3, 35649, 173.241.250.143, 443): 11
(TCP, 192.168.2.3, 50916, 23.21.95.141, 80): 7
(DNS, 192.168.2.1, 53, 192.168.2.3, 27453): 1
(HTTP, 212.58.246.212, 80, 192.168.2.3, 54891): 1
(DNS, 192.168.2.3, 42812, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 44418, 172.217.5.14, 443): 9
(TCP, 176.32.103.187, 80, 192.168.2.3, 53501): 3
(TCP, 23.76.230.150, 443, 192.168.2.3, 36001): 3
(DNS, 192.168.2.1, 53, 192.168.2.3, 33152): 1
(SSL, 172.217.5.14, 443, 192.168.2.3, 44418): 5
(TCP, 192.168.2.3, 44680, 174.35.76.21, 80): 5
(TCP, 192.168.2.3, 55987, 72.21.203.106, 443): 7
(TCP, 173.241.250.143, 443, 192.168.2.3, 35684): 1
(TCP, 172.229.214.12, 80, 192.168.2.3, 56503): 175
(MEDIA, 184.26.44.97, 80, 192.168.2.3, 56470): 1
(TCP, 192.168.2.3, 53737, 72.247.10.49, 80): 4
(SSL, 176.32.103.187, 443, 192.168.2.3, 40112): 7
(TCP, 54.239.22.240, 80, 192.168.2.3, 59964): 2
(DNS, 192.168.2.3, 4055, 192.168.2.1, 53): 1
(SSL, 192.168.2.3, 36038, 172.217.5.14, 443): 4
(DNS, 192.168.2.1, 53, 192.168.2.3, 19231): 1
(DNS, 8.8.8.8, 53, 192.168.2.3, 40263): 6
(SSL, 198.51.152.184, 443, 192.168.2.3, 37942): 5
(SSL, 192.168.2.3, 59626, 31.13.71.7, 443): 2
(SSL, 192.168.2.3, 57931, 173.194.204.154, 443): 9
(SSL, 192.168.2.3, 51626, 216.58.219.206, 443): 2
(DATA, 173.194.63.71, 443, 192.168.2.3, 58531): 1
(SSL, 172.217.5.14, 443, 192.168.2.3, 44405): 10
(DATA-TEXT-LINES, 54.239.27.48, 80, 192.168.2.3, 45049): 1
(TCP, 23.76.235.161, 443, 192.168.2.3, 45119): 6
(TCP, 192.168.2.3, 52081, 107.20.225.87, 80): 11
(TCP, 192.168.2.3, 55221, 23.246.7.149, 80): 125
(DNS, 192.168.2.1, 53, 192.168.2.3, 12449): 1
(HTTP, 192.168.2.3, 55909, 199.27.76.68, 80): 6
(TCP, 50.17.195.82, 80, 192.168.2.3, 40069): 5
(TCP, 192.168.2.3, 54629, 68.67.152.98, 443): 7
(DNS, 192.168.2.1, 53, 192.168.2.3, 27146): 1
(HTTP, 192.168.2.3, 35342, 52.7.176.203, 80): 1
(SSL, 107.21.246.116, 443, 192.168.2.3, 36091): 10
(DNS, 192.168.2.3, 8024, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 56767, 172.217.5.6, 443): 28
(HTTP, 192.168.2.3, 47653, 172.229.233.57, 80): 1
(SSL, 104.64.50.50, 443, 192.168.2.3, 42048): 5
(DNS, 192.168.2.1, 53, 192.168.2.3, 63793): 1
(TCP, 52.84.121.209, 443, 192.168.2.3, 53826): 6
(DNS, 192.168.2.3, 9150, 192.168.2.1, 53): 1
(DNS, 192.168.2.3, 56630, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 50795, 184.26.44.104, 80): 37
(TCP, 192.168.2.3, 45869, 54.231.113.195, 80): 13
(DNS, 192.168.2.3, 23577, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 44404, 172.217.5.14, 443): 11
(SSL, 192.168.2.3, 54686, 54.243.185.237, 443): 11
(TCP, 192.168.2.3, 40538, 23.32.169.226, 80): 41
(DNS, 192.168.2.1, 53, 192.168.2.3, 6281): 1
(SSL, 192.168.2.3, 46025, 54.239.28.191, 443): 6
(SSL, 72.21.194.207, 443, 192.168.2.3, 58827): 4
(HTTP, 192.168.2.3, 56444, 172.229.214.12, 80): 6
(TCP, 192.168.2.3, 42051, 104.64.50.50, 443): 69
(SSL, 216.58.219.205, 443, 192.168.2.3, 35677): 5
(TCP, 192.168.2.3, 58186, 107.20.225.87, 443): 9
(_WS.MALFORMED, 184.26.44.104, 80, 192.168.2.3, 50795): 1
(HTTP, 174.35.76.21, 80, 192.168.2.3, 44680): 1
(DNS, 192.168.2.3, 2425, 192.168.2.1, 53): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 9484): 1
(HTTP, 72.21.215.54, 80, 192.168.2.3, 49907): 1
(TCP, 64.202.112.8, 80, 192.168.2.3, 39760): 4
(DNS, 192.168.2.1, 53, 192.168.2.3, 21184): 1
(DNS, 192.168.2.3, 30378, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 34469, 216.58.219.198, 80): 6
