(highest, src_addr, src_port, dst_addr, dst_port): count
(DATA-TEXT-LINES, 54.239.26.167, 80, 192.168.2.3, 53965): 2
(SSL, 192.168.2.3, 53078, 63.117.68.16, 443): 2
(TCP, 172.217.4.74, 443, 192.168.2.3, 53163): 26
(SSL, 216.58.219.198, 443, 192.168.2.3, 55597): 10
(DNS, 192.168.2.3, 8134, 192.168.2.1, 53): 1
(HTTP, 63.88.100.144, 80, 192.168.2.3, 48988): 1
(TCP, 192.168.2.3, 39465, 23.235.39.81, 80): 6
(SSL, 192.168.2.3, 48266, 54.239.23.82, 443): 3
(SSL, 54.225.222.117, 443, 192.168.2.3, 58488): 8
(HTTP, 54.235.140.195, 80, 192.168.2.3, 47727): 2
(TCP, 172.229.233.57, 80, 192.168.2.3, 47642): 4
(DNS, 192.168.2.1, 53, 192.168.2.3, 15656): 1
(TCP, 192.168.2.3, 38355, 184.26.44.95, 80): 7
(TCP, 172.217.5.10, 443, 192.168.2.3, 58170): 6
(TCP, 192.168.2.3, 39384, 54.154.197.229, 80): 6
(DNS, 192.168.2.1, 53, 192.168.2.3, 44065): 1
(TCP, 192.168.2.3, 46187, 63.117.14.14, 443): 334
(DNS, 192.168.2.1, 53, 192.168.2.3, 43689): 1
(SSL, 107.20.225.87, 443, 192.168.2.3, 58187): 6
(DNS, 192.168.2.1, 53, 192.168.2.3, 4055): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 24258): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 48298): 1
(SSL, 216.58.219.206, 443, 192.168.2.3, 35190): 8
(TCP, 184.73.173.77, 80, 192.168.2.3, 50906): 5
(DNS, 192.168.2.1, 53, 192.168.2.3, 61756): 1
(HTTP, 192.168.2.3, 37636, 184.26.44.97, 80): 2
(DNS, 192.168.2.1, 53, 192.168.2.3, 58146): 1
(TCP, 192.168.2.3, 54813, 172.217.1.66, 443): 31
(SSL, 216.58.219.206, 443, 192.168.2.3, 52182): 64
(SSL, 52.84.121.209, 443, 192.168.2.3, 53826): 7
(SSL, 172.217.2.14, 443, 192.168.2.3, 35189): 7
(TCP, 192.168.2.3, 56516, 64.202.112.7, 80): 3
(TCP, 54.239.23.139, 80, 192.168.2.3, 59278): 3
(HTTP, 192.168.2.3, 55293, 52.9.92.185, 80): 2
(SSL, 192.168.2.3, 33756, 68.67.176.132, 443): 2
(TCP, 54.235.140.195, 80, 192.168.2.3, 47727): 5
(DNS, 192.168.2.3, 55888, 192.168.2.1, 53): 1
(SSL, 192.168.2.3, 48495, 216.58.219.202, 443): 3
(DNS, 192.168.2.1, 53, 192.168.2.3, 18989): 1
(TCP, 199.16.156.11, 80, 192.168.2.3, 57918): 4
(DNS, 192.168.2.3, 27455, 192.168.2.1, 53): 1
(TCP, 184.26.44.97, 80, 192.168.2.3, 41417): 12
(TCP, 192.168.2.3, 56460, 184.73.158.180, 80): 8
(TCP, 192.168.2.3, 43611, 104.100.150.188, 443): 10
(HTTP, 192.168.2.3, 50755, 184.26.44.97, 80): 1
(SSL, 192.168.2.3, 43474, 204.154.110.227, 443): 3
(TCP, 52.84.121.209, 443, 192.168.2.3, 60823): 5
(TCP, 192.168.2.3, 53163, 172.217.4.74, 443): 18
(TCP, 192.168.2.3, 52721, 23.67.250.122, 80): 7
(TCP, 72.21.203.106, 443, 192.168.2.3, 42116): 8
(TCP, 192.168.2.3, 45330, 184.73.162.65, 80): 5
(TCP, 192.168.2.3, 56680, 216.58.219.193, 80): 4
(DNS, 192.168.2.3, 33836, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 33913, 176.32.103.187, 443): 14
(DNS, 192.168.2.3, 4007, 192.168.2.1, 53): 1
(TCP, 64.202.112.7, 80, 192.168.2.3, 56525): 4
(DNS, 192.168.2.3, 24258, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 44110, 173.194.68.155, 443): 6
(TCP, 192.168.2.3, 33758, 68.67.176.132, 443): 5
(TCP, 192.168.2.3, 33055, 216.58.219.226, 443): 9
(PNG, 23.67.250.122, 80, 192.168.2.3, 52719): 2
(SSL, 52.90.181.255, 443, 192.168.2.3, 41606): 6
(SSL, 50.18.215.78, 443, 192.168.2.3, 57785): 16
(DNS, 192.168.2.3, 32665, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 60064, 54.239.24.185, 443): 10
(TCP, 92.242.140.21, 80, 192.168.2.3, 41331): 5
(TCP, 192.168.2.3, 43738, 50.17.199.221, 443): 13
(TCP, 172.229.233.57, 80, 192.168.2.3, 47873): 5
(SSL, 192.168.2.3, 60732, 72.21.194.207, 443): 4
(SSL, 192.168.2.3, 46383, 72.21.194.207, 443): 4
(TCP, 192.168.2.3, 59626, 31.13.71.7, 443): 7
(DNS, 192.168.2.3, 13605, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 39548, 63.88.100.155, 80): 4
(TCP, 192.168.2.3, 43583, 23.37.29.165, 80): 4
(SSL, 199.16.156.105, 443, 192.168.2.3, 48530): 11
(TCP, 192.168.2.3, 45702, 172.217.5.14, 443): 4
(DNS, 192.168.2.1, 53, 192.168.2.3, 22193): 1
(DNS, 192.168.2.3, 32356, 192.168.2.1, 53): 1
(HTTP, 192.168.2.3, 50521, 138.108.7.20, 80): 1
(DNS, 192.168.2.3, 23862, 192.168.2.1, 53): 1
(SSL, 54.239.28.191, 443, 192.168.2.3, 37183): 5
(SSL, 216.58.219.238, 443, 192.168.2.3, 36122): 28
(_WS.MALFORMED, 216.58.219.205, 443, 192.168.2.3, 35676): 1
(TCP, 23.37.13.125, 443, 192.168.2.3, 43061): 4
(DATA-TEXT-LINES, 23.76.235.161, 80, 192.168.2.3, 44530): 1
(TCP, 192.168.2.3, 42055, 104.64.50.50, 443): 19
(SSL, 52.84.121.209, 443, 192.168.2.3, 47240): 7
(BOOTP, 0.0.0.0, 68, 255.255.255.255, 67): 80
(TCP, 192.168.2.3, 40111, 176.32.103.187, 443): 5
(SSL, 192.168.2.3, 42342, 72.21.194.207, 443): 4
(SSL, 192.168.2.3, 49278, 216.58.219.202, 443): 10
(DNS, 192.168.2.1, 53, 192.168.2.3, 29980): 1
(TCP, 192.168.2.3, 53245, 23.23.86.88, 443): 9
(TCP, 72.21.194.207, 443, 192.168.2.3, 35442): 5
(TCP, 192.168.2.3, 56539, 172.217.2.2, 443): 11
(HTTP, 192.168.2.3, 55873, 107.20.160.245, 80): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 27924): 1
(DNS, 192.168.2.3, 56895, 192.168.2.1, 53): 1
(TCP, 63.117.14.14, 443, 192.168.2.3, 46187): 550
(IMAGE-JFIF, 172.229.233.57, 80, 192.168.2.3, 47872): 1
(DNS, 192.168.2.3, 25144, 192.168.2.1, 53): 1
(SSL, 192.168.2.3, 58827, 72.21.194.207, 443): 4
(SSL, 172.217.5.1, 443, 192.168.2.3, 35966): 33
(HTTP, 192.168.2.3, 33150, 72.21.215.54, 80): 2
(SSL, 192.168.2.3, 42052, 104.64.50.50, 443): 3
(TCP, 192.168.2.3, 39996, 173.194.208.239, 443): 2
(DNS, 192.168.2.1, 53, 192.168.2.3, 54000): 1
(TCP, 192.168.2.3, 46980, 50.17.199.221, 443): 18
(DNS, 192.168.2.1, 53, 192.168.2.3, 4491): 1
(TCP, 72.21.194.207, 443, 192.168.2.3, 45597): 6
(SSL, 172.217.2.14, 443, 192.168.2.3, 54852): 6
(DNS, 192.168.2.3, 33413, 192.168.2.1, 53): 1
(SSL, 172.217.2.6, 443, 192.168.2.3, 44667): 23
(TCP, 192.168.2.3, 39549, 63.88.100.155, 80): 4
(TCP, 192.168.2.3, 47643, 172.229.233.57, 80): 5
(TCP, 64.202.112.8, 80, 192.168.2.3, 39765): 3
(TCP, 72.21.194.207, 443, 192.168.2.3, 42342): 6
(DNS, 192.168.2.3, 54848, 192.168.2.1, 53): 1
(SSL, 63.117.68.16, 443, 192.168.2.3, 53074): 294
(DNS, 192.168.2.1, 53, 192.168.2.3, 46047): 1
(HTTP, 192.168.2.3, 47712, 54.235.140.195, 80): 1
(DNS, 192.168.2.3, 34336, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 55688, 172.229.243.113, 80): 11
(IMAGE-JFIF, 23.32.169.226, 80, 192.168.2.3, 40538): 1
(DNS, 192.168.2.3, 36335, 192.168.2.1, 53): 1
(HTTP, 192.168.2.3, 39431, 23.235.39.81, 80): 2
(SSL, 50.17.199.221, 443, 192.168.2.3, 45838): 9
(SSL, 192.168.2.3, 43062, 23.37.13.125, 443): 2
(TCP, 192.168.2.3, 52772, 216.58.219.193, 443): 14
(DNS, 192.168.2.1, 53, 192.168.2.3, 46250): 1
(SSL, 192.168.2.3, 47162, 54.84.218.80, 443): 3
(TCP, 192.168.2.3, 60813, 52.84.121.209, 443): 10
(DNS, 192.168.2.3, 28328, 192.168.2.1, 53): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 9150): 1
(DNS, 192.168.2.3, 22193, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 54817, 184.26.44.97, 80): 22
(SSL, 192.168.2.3, 40783, 216.58.219.206, 443): 4
(DNS, 192.168.2.3, 24067, 192.168.2.1, 53): 1
(DNS, 192.168.2.3, 1245, 192.168.2.1, 53): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 47525): 1
(TCP, 68.67.176.132, 443, 192.168.2.3, 33756): 5
(DNS, 192.168.2.1, 53, 192.168.2.3, 43395): 1
(MEDIA, 184.26.44.97, 80, 192.168.2.3, 37838): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 52163): 1
(DNS, 192.168.2.3, 27634, 192.168.2.1, 53): 1
(MEDIA, 23.246.7.149, 80, 192.168.2.3, 55228): 42
(XML, 23.235.46.73, 80, 192.168.2.3, 57605): 1
(TCP, 192.168.2.3, 55442, 157.166.249.204, 80): 4
(TCP, 192.168.2.3, 55235, 216.58.219.226, 80): 4
(TCP, 23.67.251.33, 80, 192.168.2.3, 44478): 34
(SSL, 192.168.2.3, 50633, 72.21.194.207, 443): 4
(MEDIA, 23.67.251.25, 80, 192.168.2.3, 52394): 1
(TCP, 23.246.7.149, 80, 192.168.2.3, 55235): 776
(TCP, 192.168.2.3, 56776, 72.21.194.207, 443): 9
(HTTP, 54.239.22.240, 80, 192.168.2.3, 52470): 1
(SSL, 192.168.2.3, 42055, 104.64.50.50, 443): 4
(TCP, 63.117.14.27, 443, 192.168.2.3, 38990): 164
(DNS, 192.168.2.1, 53, 192.168.2.3, 13605): 1
(TCP, 192.168.2.3, 45796, 216.58.219.206, 443): 5
(SSL, 192.168.2.3, 59339, 107.21.246.116, 443): 16
(TCP, 104.64.50.50, 443, 192.168.2.3, 42048): 8
(TCP, 192.168.2.3, 56508, 172.229.214.12, 80): 112
(DNS, 192.168.2.1, 53, 192.168.2.3, 34770): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 7464): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 38740): 1
(HTTP, 192.168.2.3, 56304, 184.26.44.97, 80): 1
(TCP, 54.154.197.229, 80, 192.168.2.3, 39384): 4
(DNS, 192.168.2.1, 53, 192.168.2.3, 2926): 1
(SSL, 192.168.2.3, 45119, 23.76.235.161, 443): 3
(DNS, 192.168.2.3, 35823, 192.168.2.1, 53): 1
(DNS, 192.168.2.3, 35331, 192.168.2.1, 53): 1
(SSL, 216.58.219.206, 443, 192.168.2.3, 50229): 2
(TCP, 192.168.2.3, 57784, 50.18.215.78, 443): 31
(DNS, 192.168.2.1, 53, 192.168.2.3, 53830): 1
(SSL, 192.168.2.3, 57070, 216.58.219.206, 443): 4
(TCP, 216.58.219.206, 443, 192.168.2.3, 47602): 26
(TCP, 192.168.2.3, 52722, 23.67.250.122, 80): 4
(TCP, 192.168.2.3, 44521, 72.21.215.54, 80): 5
(HTTP, 192.168.2.3, 54817, 184.26.44.97, 80): 2
(SSL, 216.58.219.193, 443, 192.168.2.3, 52772): 16
(SSL, 192.168.2.3, 41606, 52.90.181.255, 443): 3
(TCP, 192.168.2.3, 39556, 172.217.2.14, 443): 5
(SSL, 172.217.2.14, 443, 192.168.2.3, 37020): 5
(DNS, 192.168.2.1, 53, 192.168.2.3, 45227): 1
(TCP, 172.217.5.6, 443, 192.168.2.3, 56768): 18
(TCP, 192.168.2.3, 50926, 172.217.2.14, 443): 59
(SSL, 23.76.230.150, 443, 192.168.2.3, 36000): 4
(SSL, 192.168.2.3, 57784, 50.18.215.78, 443): 4
(TCP, 107.20.225.87, 443, 192.168.2.3, 58187): 7
(TCP, 50.17.195.82, 80, 192.168.2.3, 40047): 8
(HTTP, 192.168.2.3, 55990, 74.119.118.100, 80): 3
(TCP, 54.239.22.240, 80, 192.168.2.3, 47180): 2
(TCP, 192.168.2.3, 41329, 92.242.140.21, 80): 5
(TCP, 192.168.2.3, 54053, 74.125.7.17, 443): 11
(TCP, 50.17.199.221, 443, 192.168.2.3, 43738): 5
(DNS, 192.168.2.1, 53, 192.168.2.3, 2425): 1
(IMAGE-GIF, 65.202.184.48, 80, 192.168.2.3, 34095): 1
(TCP, 63.88.100.161, 80, 192.168.2.3, 54845): 5
(TCP, 172.229.214.12, 80, 192.168.2.3, 56504): 114
(DNS, 192.168.2.3, 52150, 192.168.2.1, 53): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 51621): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 58564): 1
(TCP, 69.172.216.111, 443, 192.168.2.3, 50684): 4
(SSL, 176.32.103.187, 443, 192.168.2.3, 40111): 5
(MEDIA, 184.26.44.97, 80, 192.168.2.3, 53901): 2
(TCP, 192.168.2.3, 57919, 199.16.156.11, 80): 4
(DNS, 192.168.2.1, 53, 192.168.2.3, 57931): 1
(TCP, 63.117.68.16, 443, 192.168.2.3, 53089): 1202
(TCP, 192.168.2.3, 43020, 23.235.39.98, 443): 16
(TCP, 192.168.2.3, 39464, 23.235.39.81, 80): 7
(HTTP, 66.235.153.37, 80, 192.168.2.3, 52511): 1
(TCP, 192.168.2.3, 56515, 64.202.112.7, 80): 3
(HTTP, 192.168.2.3, 56502, 172.229.214.12, 80): 1
(SSL, 63.117.68.16, 443, 192.168.2.3, 53093): 1
(IMAGE-JFIF, 54.240.190.61, 80, 192.168.2.3, 48692): 5
(DNS, 192.168.2.3, 26693, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 37797, 54.239.22.240, 443): 6
(TCP, 107.21.246.116, 443, 192.168.2.3, 42775): 12
(TCP, 204.154.110.227, 443, 192.168.2.3, 43454): 4
(SSL, 216.58.219.202, 443, 192.168.2.3, 49132): 5
(TCP, 104.64.50.50, 443, 192.168.2.3, 42058): 20
(SSL, 192.168.2.3, 52182, 216.58.219.206, 443): 3
(TCP, 192.168.2.3, 55227, 23.246.7.149, 80): 1213
(TCP, 192.168.2.3, 46272, 216.58.219.206, 443): 5
(DNS, 192.168.2.1, 53, 192.168.2.3, 10237): 1
(HTTP, 192.168.2.3, 60004, 54.240.190.61, 80): 4
(HTTP, 192.168.2.3, 53070, 157.166.249.67, 80): 1
(TCP, 192.168.2.3, 33010, 174.129.249.36, 80): 5
(DNS, 192.168.2.1, 53, 192.168.2.3, 63457): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 54756): 1
(TCP, 108.175.43.135, 80, 192.168.2.3, 38375): 7
(TCP, 72.21.194.207, 443, 192.168.2.3, 60732): 5
(DATA-TEXT-LINES, 54.235.140.195, 80, 192.168.2.3, 47712): 1
(TCP, 172.217.2.14, 443, 192.168.2.3, 52804): 5
(MEDIA, 184.26.44.97, 80, 192.168.2.3, 37636): 1
(TCP, 184.26.44.97, 80, 192.168.2.3, 53901): 17
(HTTP, 54.192.54.253, 80, 192.168.2.3, 57830): 1
(SSL, 172.217.3.2, 443, 192.168.2.3, 41249): 37
(TCP, 8.43.72.44, 80, 192.168.2.3, 43396): 4
(TCP, 72.21.215.54, 80, 192.168.2.3, 41503): 2
(HTTP, 192.168.2.3, 54890, 212.58.246.212, 80): 1
(DNS, 192.168.2.3, 25120, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 59339, 107.21.246.116, 443): 13
(PNG, 184.26.44.95, 80, 192.168.2.3, 38355): 1
(TCP, 192.168.2.3, 56453, 172.229.214.12, 80): 5
(TCP, 192.168.2.3, 56616, 172.217.2.2, 443): 10
(HTTP, 216.58.219.206, 80, 192.168.2.3, 34739): 1
(TCP, 216.58.219.202, 443, 192.168.2.3, 49129): 2
(TCP, 54.239.23.82, 443, 192.168.2.3, 50524): 5
(HTTP, 192.168.2.3, 39724, 64.202.112.8, 80): 1
(TCP, 192.168.2.3, 39136, 23.37.13.125, 80): 5
(DNS, 192.168.2.3, 54087, 192.168.2.1, 53): 1
(SSL, 192.168.2.3, 43611, 104.100.150.188, 443): 3
(TCP, 172.229.233.57, 80, 192.168.2.3, 47872): 5
(TCP, 216.58.219.206, 443, 192.168.2.3, 46272): 4
(TCP, 23.67.250.122, 80, 192.168.2.3, 52705): 85
(TCP, 23.32.169.226, 80, 192.168.2.3, 40538): 39
(SSL, 52.84.121.209, 443, 192.168.2.3, 53891): 7
(DNS, 192.168.2.3, 1321, 192.168.2.1, 53): 1
(TCP, 64.202.112.7, 80, 192.168.2.3, 56516): 2
(TCP, 192.168.2.3, 52182, 216.58.219.206, 443): 54
(TCP, 23.235.46.73, 80, 192.168.2.3, 57605): 41
(TCP, 192.168.2.3, 39151, 23.37.13.125, 80): 4
(TCP, 172.229.233.57, 80, 192.168.2.3, 47641): 18
(MEDIA, 184.26.44.97, 80, 192.168.2.3, 59327): 2
(HTTP, 192.168.2.3, 55228, 23.246.7.149, 80): 43
(TCP, 216.58.219.232, 443, 192.168.2.3, 49504): 1
(SSL, 173.194.204.154, 443, 192.168.2.3, 57932): 5
(DNS, 192.168.2.1, 53, 192.168.2.3, 36335): 1
(PNG, 172.217.2.1, 80, 192.168.2.3, 44520): 1
(TCP, 199.16.156.11, 80, 192.168.2.3, 57920): 3
(DNS, 192.168.2.3, 42921, 192.168.2.1, 53): 1
(TCP, 23.76.218.7, 443, 192.168.2.3, 57614): 4
(SSL, 172.217.2.14, 443, 192.168.2.3, 47152): 13
(MEDIA, 108.175.43.135, 80, 192.168.2.3, 38375): 1
(SSL, 192.168.2.3, 58190, 107.20.225.87, 443): 6
(DNS, 192.168.2.1, 53, 192.168.2.3, 63246): 1
(TCP, 192.168.2.3, 42084, 54.204.12.158, 80): 5
(TCP, 192.168.2.3, 56506, 172.229.214.12, 80): 185
(SSL, 52.84.121.209, 443, 192.168.2.3, 60821): 23
(TCP, 192.168.2.3, 45864, 72.21.81.200, 80): 172
(SSL, 192.168.2.3, 50864, 31.13.71.36, 443): 8
(TCP, 192.168.2.3, 41417, 184.26.44.97, 80): 14
(HTTP, 192.168.2.3, 59327, 184.26.44.97, 80): 2
(DNS, 192.168.2.3, 53122, 192.168.2.1, 53): 1
(DNS, 192.168.2.3, 50306, 192.168.2.1, 53): 1
(SSL, 192.168.2.3, 44898, 208.80.154.240, 443): 100
(TCP, 192.168.2.3, 40134, 54.235.140.195, 443): 11
(URLENCODED-FORM, 192.168.2.3, 52081, 107.20.225.87, 80): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 41122): 1
(SSL, 192.168.2.3, 60599, 54.239.25.192, 443): 8
(TCP, 192.168.2.3, 60610, 216.58.219.193, 443): 16
(TCP, 54.240.190.61, 80, 192.168.2.3, 35660): 113
(TCP, 212.58.244.15, 80, 192.168.2.3, 44519): 4
(TCP, 192.168.2.3, 46025, 54.239.28.191, 443): 7
(TCP, 192.168.2.3, 60630, 77.72.116.213, 80): 4
(SSL, 192.168.2.3, 46082, 172.217.2.14, 443): 4
(TCP, 192.168.2.3, 52735, 23.67.250.122, 80): 201
(DNS, 192.168.2.3, 41690, 192.168.2.1, 53): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 26905): 1
(_WS.MALFORMED, 172.217.2.14, 443, 192.168.2.3, 52804): 1
(SSL, 69.172.216.55, 443, 192.168.2.3, 53558): 9
(DNS, 192.168.2.3, 63556, 192.168.2.1, 53): 1
(DATA-TEXT-LINES, 54.240.190.9, 80, 192.168.2.3, 40666): 1
(DNS, 192.168.2.3, 51794, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 55234, 216.58.219.226, 80): 4
(TCP, 216.58.219.226, 80, 192.168.2.3, 55234): 2
(DNS, 192.168.2.3, 63246, 192.168.2.1, 53): 1
(TCP, 52.9.92.185, 80, 192.168.2.3, 55285): 8
(SSL, 216.58.219.193, 443, 192.168.2.3, 33283): 20
(HTTP, 192.168.2.3, 47639, 172.229.233.57, 80): 2
(TCP, 192.168.2.3, 55334, 184.26.44.97, 80): 12
(IMAGE-GIF, 50.17.195.82, 80, 192.168.2.3, 40047): 6
(DNS, 192.168.2.3, 29309, 192.168.2.1, 53): 1
(TCP, 199.27.76.175, 80, 192.168.2.3, 53655): 4
(TCP, 192.168.2.3, 58455, 72.21.194.207, 443): 7
(TCP, 23.37.13.125, 80, 192.168.2.3, 39135): 8
(DNS, 192.168.2.3, 39362, 192.168.2.1, 53): 1
(TCP, 172.217.5.14, 443, 192.168.2.3, 44418): 2
(TCP, 23.37.13.125, 80, 192.168.2.3, 39148): 14
(TCP, 192.168.2.3, 35696, 172.229.210.55, 80): 3
(SSL, 192.168.2.3, 56776, 72.21.194.207, 443): 4
(TCP, 52.9.92.185, 80, 192.168.2.3, 55293): 6
(DATA-TEXT-LINES, 52.9.92.185, 80, 192.168.2.3, 55293): 1
(DNS, 192.168.2.3, 29857, 192.168.2.1, 53): 1
(DNS, 192.168.2.3, 12586, 192.168.2.1, 53): 1
(SSL, 54.225.221.119, 443, 192.168.2.3, 53361): 47
(HTTP, 192.168.2.3, 55235, 23.246.7.149, 80): 1
(TCP, 157.166.249.204, 80, 192.168.2.3, 55442): 5
(SSL, 192.168.2.3, 42739, 50.16.192.144, 443): 4
(SSL, 192.168.2.3, 35682, 173.241.250.143, 443): 2
(MEDIA, 23.37.13.125, 80, 192.168.2.3, 39151): 1
(TCP, 54.204.12.158, 80, 192.168.2.3, 42084): 5
(_WS.MALFORMED, 157.166.249.204, 80, 192.168.2.3, 55422): 1
(TCP, 192.168.2.3, 47138, 184.26.44.95, 80): 7
(SSL, 54.239.28.191, 443, 192.168.2.3, 46025): 4
(DATA-TEXT-LINES, 172.217.2.1, 80, 192.168.2.3, 44520): 2
(SSL, 192.168.2.3, 57614, 23.76.218.7, 443): 4
(PNG, 23.67.250.122, 80, 192.168.2.3, 52721): 1
(SSL, 72.21.194.207, 443, 192.168.2.3, 35232): 4
(DNS, 192.168.2.1, 53, 192.168.2.3, 1321): 1
(TCP, 157.166.249.204, 80, 192.168.2.3, 55422): 4
(HTTP, 192.168.2.3, 40029, 72.21.215.54, 80): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 7270): 1
(HTTP, 192.168.2.3, 56508, 172.229.214.12, 80): 1
(DNS, 192.168.2.3, 38590, 192.168.2.1, 53): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 45026): 1
(TCP, 192.168.2.3, 39764, 64.202.112.8, 80): 6
(DNS, 192.168.2.1, 53, 192.168.2.3, 46039): 1
(SSL, 172.217.3.8, 443, 192.168.2.3, 51443): 3
(DNS, 192.168.2.3, 4739, 192.168.2.1, 53): 1
(DNS, 192.168.2.3, 19231, 192.168.2.1, 53): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 32356): 1
(HTTP, 192.168.2.3, 43001, 63.117.68.53, 80): 1
(TCP, 184.26.44.97, 80, 192.168.2.3, 59327): 22
(DNS, 192.168.2.3, 2175, 192.168.2.1, 53): 1
(HTTP, 192.168.2.3, 59964, 54.239.22.240, 80): 1
(SSL, 192.168.2.3, 55186, 54.239.23.139, 443): 4
(DNS, 192.168.2.3, 43333, 192.168.2.1, 53): 1
(DNS, 192.168.2.1, 53, 192.168.2.3, 47077): 1
(SSL, 192.168.2.3, 45879, 54.84.27.26, 443): 3
(TCP, 66.152.183.173, 80, 192.168.2.3, 53261): 246
(SSL, 192.168.2.3, 50229, 216.58.219.206, 443): 4
(SSL, 204.154.110.227, 443, 192.168.2.3, 43454): 4
(DNS, 192.168.2.1, 53, 192.168.2.3, 5446): 1
(HTTP, 92.242.140.21, 80, 192.168.2.3, 41331): 1
(HTTP, 52.85.90.226, 80, 192.168.2.3, 41250): 2
(DNS, 192.168.2.1, 53, 192.168.2.3, 47687): 1
(DATA, 172.217.5.14, 443, 192.168.2.3, 44418): 1
(TCP, 63.117.68.16, 443, 192.168.2.3, 53092): 4
(TCP, 64.202.112.8, 80, 192.168.2.3, 39762): 3
(SSL, 68.67.176.132, 443, 192.168.2.3, 33756): 1
(SSL, 192.168.2.3, 58170, 172.217.5.10, 443): 5
(TCP, 192.168.2.3, 37020, 172.217.2.14, 443): 9
(SSL, 216.58.219.206, 443, 192.168.2.3, 57070): 2
(SSL, 192.168.2.3, 35423, 54.239.24.226, 443): 5
(PNG, 172.229.214.12, 80, 192.168.2.3, 56502): 1
(_WS.MALFORMED, 104.64.50.50, 443, 192.168.2.3, 42055): 1
(SSL, 204.154.110.227, 443, 192.168.2.3, 43474): 3
(SSL, 192.168.2.3, 35232, 72.21.194.207, 443): 4
(SSL, 23.38.106.99, 443, 192.168.2.3, 60902): 5
(DNS, 192.168.2.3, 62126, 192.168.2.1, 53): 1
(SSL, 192.168.2.3, 60810, 52.84.121.209, 443): 2
(SSL, 23.76.230.150, 443, 192.168.2.3, 35998): 4
(DNS, 192.168.2.1, 53, 192.168.2.3, 23862): 1
(SSL, 104.64.50.50, 443, 192.168.2.3, 42058): 9
(TCP, 23.235.39.81, 80, 192.168.2.3, 39464): 5
(SSL, 192.168.2.3, 35190, 216.58.219.206, 443): 3
(HTTP, 104.16.110.236, 80, 192.168.2.3, 53665): 1
(SSL, 192.168.2.3, 53826, 52.84.121.209, 443): 3
(JSON, 157.166.249.204, 80, 192.168.2.3, 55442): 1
(SSL, 192.168.2.3, 49504, 216.58.219.232, 443): 1
(DNS, 192.168.2.3, 23863, 192.168.2.1, 53): 1
(TCP, 216.58.219.206, 443, 192.168.2.3, 51626): 4
(MEDIA, 108.175.42.145, 80, 192.168.2.3, 51679): 1
(TCP, 216.58.219.206, 443, 192.168.2.3, 51501): 14
(SSL, 192.168.2.3, 37942, 198.51.152.184, 443): 3
(DNS, 192.168.2.3, 52265, 192.168.2.1, 53): 1
(DNS, 192.168.2.3, 60434, 192.168.2.1, 53): 1
(SSL, 54.84.218.80, 443, 192.168.2.3, 47162): 5
(TCP, 192.168.2.3, 55356, 172.217.4.46, 443): 44
(TCP, 192.168.2.3, 45724, 72.21.203.106, 443): 7
(TCP, 173.194.204.154, 443, 192.168.2.3, 57932): 3
(SSL, 50.19.81.3, 443, 192.168.2.3, 35146): 7
(TCP, 192.168.2.3, 60211, 23.37.29.165, 443): 6
(SSL, 192.168.2.3, 42187, 216.58.219.202, 443): 8
(HTTP, 192.168.2.3, 39467, 8.43.72.71, 80): 1
(DNS, 192.168.2.3, 24861, 192.168.2.1, 53): 1
(DNS, 192.168.2.3, 43689, 192.168.2.1, 53): 1
(HTTP, 72.21.215.54, 80, 192.168.2.3, 46015): 1
(SSL, 54.239.28.191, 443, 192.168.2.3, 47812): 7
(TCP, 192.168.2.3, 39506, 46.236.9.36, 80): 4
(TCP, 54.239.25.192, 443, 192.168.2.3, 38424): 5
(TCP, 192.168.2.3, 44859, 172.217.2.14, 443): 5
(TCP, 172.217.5.14, 443, 192.168.2.3, 44621): 7
(DNS, 192.168.2.3, 47848, 192.168.2.1, 53): 1
(TCP, 192.168.2.3, 51501, 216.58.219.206, 443): 13
(HTTP, 192.168.2.3, 53072, 157.166.249.67, 80): 2
